,20180419_BZ9_control_0,20180419_BZ9_control_1,20180419_BZ9_control_2,20180419_BZ9_control_3,20180419_BZ9_control_4,20180419_BZ9_control_5,20180419_BZ9_control_6,20180419_BZ9_control_7,20180419_BZ9_control_8,20180419_BZ9_control_9
44x5377,1,1,1,1,1,1,1,1,1,1
68x4194,1,1,1,1,1,1,1,1,1,1
84x5959,1,1,1,1,1,1,1,1,1,1
80x5764,1,1,1,1,1,1,1,1,1,1
114x1974,2,2,2,2,2,2,7,2,2,2
168x531,11,1,9,1,1,1,1,1,1,1
185x4559,1,1,1,1,1,1,1,1,1,1
177x3654,9,10,9,11,10,11,10,11,10,11
241x2001,2,2,2,2,2,2,7,2,2,2
270x3116,10,3,1,8,9,5,8,4,1,1
309x5302,1,1,1,1,1,1,1,1,1,1
275x628,1,1,1,1,1,1,1,1,1,1
294x5628,1,1,1,1,1,1,1,1,1,1
349x1994,2,2,2,2,2,2,7,2,2,2
377x4455,10,1,1,1,1,1,1,1,1,1
410x1893,2,2,2,2,2,2,7,2,2,2
387x3267,1,1,1,1,1,1,1,1,1,1
476x669,1,1,1,1,1,1,1,1,1,1
446x1536,2,2,2,2,2,2,7,2,2,2
485x1779,2,2,2,2,2,2,7,2,2,2
501x2036,2,2,2,2,2,2,7,2,2,2
527x937,1,1,1,1,1,1,1,1,1,1
450x4160,1,1,1,1,1,1,1,1,1,1
548x4572,10,1,1,1,1,1,1,1,1,1
544x2540,1,1,1,1,1,1,1,1,1,1
591x3577,1,1,1,1,1,1,1,1,1,1
603x6364,1,1,1,1,1,1,1,1,1,1
651x4418,10,1,1,1,1,1,1,1,1,1
663x2654,1,1,1,1,1,1,1,1,1,1
665x5629,1,1,1,1,1,1,1,1,1,1
852x3642,1,1,1,1,1,1,1,1,1,1
1085x4223,1,1,1,1,1,1,1,1,1,1
1110x6096,1,1,1,1,1,1,1,1,1,1
1139x5599,1,1,1,1,1,1,1,1,1,1
1120x5436,1,1,1,1,1,1,1,1,1,1
1184x4281,1,1,1,1,1,1,1,1,1,1
1126x4550,1,1,1,1,1,1,1,1,1,1
1151x6524,1,1,1,1,1,1,1,1,1,1
1177x1565,7,7,3,7,8,3,7,2,7,7
1187x4426,1,1,1,1,1,1,1,1,1,1
1180x5746,1,1,1,1,1,1,1,1,1,1
1180x5077,1,1,1,1,1,1,1,1,1,1
1205x5367,1,1,1,1,1,1,1,1,1,1
1184x3703,1,1,1,1,1,1,1,1,1,1
1187x3879,1,1,1,1,1,1,1,1,1,1
1229x3321,1,1,1,1,1,1,1,1,1,1
1212x1071,7,7,3,7,8,3,7,2,1,7
1214x1248,7,7,3,7,8,3,7,2,7,7
1224x2691,7,7,3,1,8,3,7,2,7,7
1215x2845,1,1,3,1,1,1,7,1,1,1
1221x2460,7,7,3,7,8,3,7,2,7,7
1252x828,7,7,3,7,8,3,7,2,1,7
1261x3491,1,1,1,1,1,1,1,1,1,1
1299x2992,1,1,1,1,1,1,1,1,1,1
1244x1819,7,7,3,7,8,3,7,2,7,7
1271x2371,7,7,3,7,8,3,7,2,7,7
1339x4144,1,1,1,1,1,1,1,1,1,1
1324x1018,7,7,3,7,8,3,7,2,7,7
1361x2480,7,7,3,7,8,3,7,2,7,7
1348x1921,7,7,3,7,8,3,7,2,7,7
1644x997,7,7,3,7,8,3,7,2,7,7
1778x1015,7,7,3,7,8,3,7,2,7,7
1807x1991,7,7,3,7,8,3,7,2,7,7
1787x4503,1,1,1,1,1,1,1,1,1,1
1878x6520,12,7,1,14,4,13,1,1,13,10
1989x1653,7,7,3,7,8,3,1,2,1,7
1963x1937,7,7,3,7,8,3,7,2,7,7
2114x1968,7,7,3,7,8,3,7,2,7,7
2100x5513,9,10,9,11,10,11,9,11,10,11
2169x1422,4,3,1,4,1,1,1,11,1,1
2201x2033,7,7,3,7,8,3,7,2,7,7
2196x3567,1,1,1,1,1,1,1,1,1,1
2316x578,1,1,1,1,1,1,1,1,1,1
2336x4662,7,7,3,7,8,3,2,10,7,10
2359x1998,7,7,3,7,8,3,1,1,1,7
2440x5942,5,3,4,5,6,6,4,4,8,4
2494x1911,1,7,3,1,8,3,1,1,1,7
2512x6574,3,4,5,3,5,5,3,3,3,3
2533x2102,1,7,1,1,1,3,1,1,1,1
2613x5940,4,3,7,5,6,6,4,5,8,4
2576x2620,3,4,1,3,5,5,11,3,3,1
2591x6509,3,4,5,3,5,5,3,3,3,3
2600x752,1,1,1,1,1,1,1,1,1,1
2635x3853,3,5,7,4,9,10,5,6,4,9
2610x5600,4,3,7,5,4,6,5,5,4,4
2690x5500,4,5,7,4,4,6,5,1,4,5
2697x2166,1,7,1,1,1,1,1,1,1,1
2770x3565,3,5,7,4,4,10,3,6,4,9
2748x217,1,1,1,1,1,1,1,1,1,1
2875x491,1,1,1,1,1,1,1,1,1,1
2753x4334,3,4,5,3,5,5,3,3,3,3
2803x6419,3,4,5,3,5,5,3,3,3,3
2866x125,1,1,1,1,1,1,1,1,1,1
2880x4466,3,4,5,3,5,5,3,3,3,3
