,20180417_BZ5_control_0,20180417_BZ5_control_1,20180417_BZ5_control_2,20180417_BZ5_control_3,20180417_BZ5_control_4,20180417_BZ5_control_5,20180417_BZ5_control_6,20180417_BZ5_control_7,20180417_BZ5_control_8,20180417_BZ5_control_9
69x4486,1,2,1,4,1,1,4,1,1,1
93x1063,1,9,8,7,1,1,9,4,1,9
143x3445,3,3,3,2,3,2,2,3,3,3
88x4092,1,2,1,1,1,1,4,4,1,1
120x4293,1,2,1,1,1,1,4,1,1,1
104x2648,2,3,3,2,2,2,2,2,2,2
105x2425,2,3,3,2,2,2,2,2,2,2
146x5387,3,4,4,3,3,3,3,3,3,3
107x3104,3,3,3,2,3,2,2,3,3,3
127x3822,1,2,1,4,1,2,4,1,3,3
259x4507,1,2,1,4,1,1,4,1,1,1
210x2935,2,3,3,2,2,2,2,2,2,2
241x3271,3,3,3,2,3,2,2,3,3,3
239x2631,2,3,3,2,2,2,2,2,2,2
281x3080,3,3,3,2,3,2,2,3,3,3
224x3566,3,2,1,4,3,2,4,3,3,3
221x4872,3,4,4,3,3,3,3,3,3,3
290x5270,3,4,4,3,3,3,3,3,3,3
276x5435,3,4,4,3,3,3,3,3,3,3
321x3949,1,2,1,4,1,1,4,1,1,1
339x2790,2,3,3,2,2,2,2,2,2,2
317x5119,3,4,4,3,3,3,3,3,3,3
342x5600,3,4,4,3,3,3,3,3,3,3
352x2563,2,3,3,2,2,2,2,2,2,2
372x1693,4,5,2,1,5,1,1,1,3,5
311x2357,2,3,3,2,2,2,2,2,2,2
385x5503,3,4,4,3,3,3,3,3,3,3
396x4972,3,4,4,3,3,3,3,3,3,3
388x5349,3,4,4,3,3,3,3,3,3,3
402x1331,4,5,2,1,1,1,1,1,3,5
409x4543,1,2,1,4,1,1,4,1,1,1
413x5757,3,4,4,3,3,3,3,3,3,3
393x4808,3,4,4,3,3,3,3,3,3,3
446x5944,1,2,1,4,4,4,4,1,4,4
462x5091,3,4,4,3,3,3,3,3,3,3
482x5413,3,4,4,3,3,3,3,3,3,3
482x5581,3,4,4,3,3,3,3,3,3,3
461x3050,3,3,3,2,3,2,2,3,3,3
471x5246,3,4,4,3,3,3,3,3,3,3
526x5768,3,4,4,4,3,3,3,3,3,3
555x1786,4,5,2,1,5,1,1,1,3,5
563x5971,1,2,1,4,4,4,4,1,4,4
526x6243,1,2,1,4,4,4,4,1,4,4
548x6495,1,2,1,4,4,4,4,1,4,4
554x6386,1,2,1,4,4,4,4,1,4,4
558x5137,3,4,4,3,3,3,3,3,3,3
561x6118,1,2,1,4,4,4,4,1,4,4
581x4471,1,2,1,4,1,1,4,1,1,1
599x5622,3,4,4,3,3,3,3,3,3,3
604x5412,3,4,4,3,3,3,3,3,3,3
598x6567,1,2,1,4,4,4,4,1,4,4
578x286,1,1,2,4,1,1,1,1,1,1
616x5239,3,4,4,3,3,3,3,3,3,3
652x6228,1,2,1,4,4,4,4,1,4,4
705x1715,4,5,2,1,5,1,1,1,3,5
732x5330,3,4,4,3,3,3,3,3,3,3
835x5264,3,4,4,3,3,3,3,3,3,3
871x1075,1,2,1,4,1,3,4,1,3,3
847x241,1,1,2,4,1,1,1,1,1,1
887x5359,3,4,4,3,3,3,3,3,3,3
949x787,1,2,1,4,1,3,4,1,3,3
906x2244,1,1,8,7,1,1,1,1,1,1
898x92,1,1,2,4,1,1,1,1,1,1
1023x284,1,1,2,4,1,1,1,1,1,1
1022x5565,3,2,1,4,3,3,4,1,3,5
1107x4892,1,11,2,1,1,1,1,1,1,1
1155x352,1,1,2,4,1,1,1,1,1,1
1219x6017,1,5,2,1,5,1,5,1,5,1
1225x5122,1,11,2,1,1,1,1,1,1,1
1249x136,1,1,2,4,1,1,1,1,1,1
1251x4565,1,11,2,1,1,1,1,4,1,9
1338x2782,4,4,2,1,5,9,1,1,3,5
1373x6021,4,5,2,1,5,1,5,1,5,5
1382x2384,4,5,2,6,5,1,1,4,1,5
1474x1644,1,1,2,3,1,1,1,1,1,1
1500x293,1,1,2,1,1,1,1,1,1,1
1580x763,1,1,2,1,1,1,1,1,1,1
1588x535,1,1,2,1,1,1,1,1,1,1
1627x5761,4,5,2,1,5,1,5,1,5,5
1707x565,1,1,2,1,1,1,1,1,1,1
1677x5560,4,5,2,1,5,1,5,1,5,5
1779x5697,4,5,2,1,5,1,5,1,5,5
1773x4571,7,7,2,6,7,1,1,4,1,1
1790x4707,5,7,6,6,7,6,1,4,1,7
1830x5552,4,5,2,1,5,1,5,1,5,5
1794x5436,4,5,2,1,5,1,5,1,5,5
1911x4654,8,7,2,6,7,1,1,4,1,1
1932x5445,4,5,2,1,5,1,5,1,5,5
1978x5613,4,5,2,5,5,5,5,4,5,5
1980x6074,5,7,6,6,7,6,7,5,6,7
2003x3832,5,7,6,6,7,6,7,5,6,7
2040x5814,8,9,6,6,7,6,7,4,6,7
2050x4659,1,7,2,6,1,1,1,4,1,1
2066x2105,1,1,2,1,1,1,1,1,1,1
2085x390,6,9,8,7,6,5,6,9,7,9
2097x4378,7,7,2,6,1,1,1,4,1,1
2152x5956,5,7,6,6,7,6,7,5,6,7
2160x4870,1,7,2,9,1,1,1,4,1,1
2221x5691,5,7,6,6,7,6,7,5,6,7
2217x6516,5,7,6,6,7,6,7,5,6,7
2248x5871,5,7,6,6,7,6,7,5,6,7
2239x1154,1,1,2,1,1,1,1,1,1,1
2297x3080,5,7,6,6,7,6,7,5,6,7
2302x3966,5,7,6,6,7,6,7,5,6,7
2343x1019,1,1,2,1,1,1,1,1,1,1
2374x198,6,9,8,7,6,5,6,9,1,1
2362x3504,5,7,6,6,7,6,7,5,6,7
2390x3361,5,7,6,6,7,6,7,5,6,7
2433x2760,5,7,6,6,7,6,7,9,6,7
2393x1440,1,1,2,1,1,1,1,1,1,1
2458x2908,5,9,7,6,7,6,7,9,6,7
2438x4101,5,7,6,6,7,6,7,5,6,7
2474x3930,5,7,6,6,7,6,7,5,6,7
2469x1334,1,1,2,1,1,1,1,1,1,1
2497x4564,5,7,6,6,7,6,7,5,6,7
2536x3651,5,7,6,6,7,6,7,5,6,7
2465x4370,5,7,6,6,7,6,7,5,6,7
2523x1100,1,1,2,6,1,1,1,4,1,1
2552x6051,5,7,6,6,7,6,7,5,6,7
2566x445,5,7,6,6,1,6,7,5,1,7
2558x2591,6,6,7,5,8,7,8,6,7,8
2607x167,1,1,2,1,1,1,1,4,1,1
2602x2274,6,6,7,5,8,7,8,6,7,8
2625x6297,5,7,6,6,7,6,7,5,6,7
2661x4921,5,7,6,6,7,6,7,5,6,7
2671x2028,6,6,7,5,8,7,8,6,7,8
2647x5842,5,7,6,6,7,6,7,5,6,7
2698x4476,5,7,6,6,7,6,7,5,6,7
2725x1229,5,7,6,6,7,6,7,5,6,7
2729x2571,6,6,7,5,8,7,8,6,7,8
2717x5480,5,1,2,6,1,8,1,1,10,7
2739x2192,6,6,7,5,8,7,8,6,7,8
2724x5212,5,1,2,6,1,8,1,1,10,7
2771x925,5,7,6,6,7,6,7,5,6,7
2779x3387,5,7,6,6,7,6,7,5,6,7
2794x549,5,7,6,6,7,6,7,5,6,7
2825x158,5,1,6,6,1,6,7,5,1,1
2818x3935,5,7,6,6,7,6,7,5,6,7
2825x353,5,7,6,6,7,6,7,5,6,7
2835x4736,5,7,6,6,7,6,7,5,6,7
2852x5446,5,1,2,6,1,8,1,1,10,7
2877x61,1,1,2,6,1,1,1,5,1,1
2863x4900,5,7,6,6,7,6,7,5,6,7
2862x3238,5,7,6,6,7,6,7,5,6,7
2867x6410,5,7,6,6,7,6,7,5,6,7
2912x2915,5,7,6,6,7,6,7,5,6,7
2863x6239,5,7,6,6,7,6,7,5,6,7
2882x1230,5,7,6,6,7,6,7,5,6,7
2854x6016,5,7,6,6,7,6,7,5,6,7
2892x3781,5,7,6,6,7,6,7,5,6,7
2900x4518,5,7,6,6,7,6,7,5,6,7
2944x3399,5,7,6,6,7,6,7,5,6,7
2908x1593,5,7,6,6,7,6,7,5,6,7
2933x2191,6,6,7,5,8,7,8,6,7,8
3023x6550,5,7,6,6,7,6,7,5,6,7
2927x3132,5,7,6,6,7,6,7,5,6,7
2971x1902,6,6,7,5,8,7,8,4,7,8
2957x960,5,7,6,6,7,6,7,5,6,7
2975x4177,5,7,6,6,7,6,7,5,6,7
2997x392,5,7,6,6,7,6,7,5,6,7
2984x795,5,7,6,6,7,6,7,5,6,7
3005x607,5,7,6,6,7,6,7,5,6,7
3008x6107,5,7,6,6,7,6,7,5,6,7
3015x2375,5,7,6,6,7,6,7,5,6,7
3035x4607,5,7,6,6,7,6,7,5,6,7
3010x5742,5,7,6,6,7,6,7,5,6,7
3051x5364,5,7,6,6,7,6,7,5,6,7
3088x4056,5,7,6,6,7,6,7,5,6,7
3088x5969,5,7,6,6,7,6,7,5,6,7
3098x269,5,7,6,6,7,6,7,5,6,7
3085x1874,6,6,7,5,8,7,8,4,7,8
3073x2687,5,7,6,6,7,6,7,5,6,7
3074x3903,5,7,6,6,7,6,7,5,6,7
3112x704,5,7,6,6,7,6,7,5,6,7
3112x1238,5,7,6,6,7,6,7,5,6,7
3100x1519,5,7,6,6,7,6,7,5,6,7
3096x4775,5,7,6,6,7,6,7,5,6,7
3113x5229,5,7,6,6,7,6,7,5,6,7
3130x3026,5,7,6,6,7,6,7,5,6,7
3143x1724,6,7,7,6,8,7,8,5,7,8
3143x4443,5,7,6,6,7,6,7,5,6,7
3176x1111,5,7,6,6,7,6,7,5,6,7
3167x4598,5,7,6,6,7,6,7,5,6,7
3194x6122,5,7,6,6,7,6,7,5,6,7
3192x1436,5,7,6,6,7,6,7,5,6,7
3202x973,5,7,6,6,7,6,7,5,6,7
3179x2424,5,7,6,6,7,6,7,5,6,7
3203x3174,5,7,6,6,7,6,7,5,6,7
3190x4995,5,7,6,6,7,6,7,5,6,7
3234x4222,5,7,6,6,7,6,7,5,6,7
3259x2762,5,7,6,6,7,6,7,5,6,7
3263x3474,5,7,6,6,7,6,7,5,6,7
3262x3332,5,7,6,6,7,6,7,5,6,7
3277x2545,5,7,6,6,7,6,7,5,6,7
3268x5634,5,7,6,6,7,6,7,5,6,7
3294x327,5,7,6,6,7,6,7,5,6,7
3274x5349,5,7,6,6,7,6,7,5,6,7
3308x5144,5,7,6,6,7,6,7,5,6,7
3320x3713,5,7,6,6,7,6,7,5,6,7
3336x3835,5,7,6,6,7,6,7,5,6,7
3341x655,5,7,6,6,7,6,7,5,6,7
3380x2391,5,7,6,6,7,6,7,5,6,7
3362x4758,5,7,6,6,7,6,7,5,6,7
3383x1553,5,7,7,5,7,7,8,5,6,7
3373x6292,5,9,6,6,7,6,7,9,6,7
3406x3143,5,7,6,6,7,6,7,5,6,7
3396x4003,6,9,7,6,8,7,8,9,7,8
3427x4113,6,9,7,5,8,7,8,9,7,8
3421x873,5,7,6,6,7,6,7,5,6,7
3425x528,5,7,6,6,7,6,7,5,6,7
3434x376,5,7,6,6,7,6,7,5,6,7
3431x4466,5,7,6,6,7,6,7,5,6,7
3420x5073,5,7,6,6,7,6,7,5,6,7
3421x1822,6,6,7,5,8,7,8,9,7,8
3441x6025,5,9,6,6,7,6,7,9,6,7
3421x6152,5,9,6,6,7,6,7,9,6,7
3464x2983,5,7,6,6,7,6,7,5,6,7
3580x1656,6,6,7,5,8,7,8,9,7,8
3587x397,5,7,6,6,7,6,7,5,6,7
3628x1800,6,6,7,5,8,7,8,9,7,8
3619x6082,6,9,7,5,7,7,8,9,7,7
3641x5149,6,7,6,6,7,7,8,5,6,7
3645x4345,6,7,7,5,8,7,8,6,7,7
3613x2488,8,7,6,6,7,6,7,12,6,7
3648x3506,5,7,6,6,7,6,8,5,6,7
3630x6532,6,6,7,5,8,7,8,9,7,8
3659x4953,5,7,6,6,7,6,8,5,6,7
3653x3697,6,6,7,5,8,7,8,9,7,8
3686x4486,5,7,6,6,7,6,8,5,6,7
3655x1397,8,8,7,5,8,7,9,9,8,8
3702x5848,6,9,7,5,8,7,8,9,7,7
3655x6350,6,9,7,6,8,7,8,9,7,7
3690x5449,6,9,7,5,8,7,8,9,7,7
3698x105,5,7,6,6,7,6,7,7,6,7
3719x752,5,7,6,6,7,6,7,5,6,7
3706x4678,5,7,6,6,7,6,8,5,6,7
3787x317,5,7,6,6,7,6,7,7,6,7
3790x3862,6,6,7,5,8,7,8,6,7,8
3759x2286,8,11,8,5,6,5,6,6,7,8
3803x4061,6,6,7,5,8,7,8,6,7,8
3792x6474,6,6,7,5,8,7,8,9,7,8
3789x971,6,6,7,5,8,7,8,4,7,8
3786x2622,6,6,7,5,8,7,8,6,7,8
3848x2821,6,6,7,5,8,7,8,6,7,8
3879x3094,6,6,7,5,8,7,8,6,7,8
3877x6004,6,9,7,5,8,7,8,9,7,8
3863x2947,6,6,7,5,8,7,8,6,7,8
3852x6212,6,9,7,5,8,7,8,9,7,8
3885x44,5,6,6,6,7,6,8,6,6,7
3910x4988,6,6,7,5,8,7,8,9,7,8
3906x162,5,7,6,6,7,6,7,7,6,7
3935x1658,6,8,7,5,8,7,8,9,7,8
3949x2550,8,6,7,5,8,5,6,6,7,8
3929x866,6,6,7,5,8,7,8,6,7,8
3942x5852,6,9,7,5,8,7,8,9,7,8
3921x521,5,6,6,6,8,7,8,6,7,7
3946x3418,5,6,6,6,7,6,8,6,7,7
4046x6156,6,9,7,5,8,7,8,9,7,8
4010x2199,8,11,8,5,6,5,6,6,7,8
4011x1856,6,6,7,5,8,7,8,9,7,8
4104x3176,6,6,7,5,8,7,8,6,7,8
4110x3916,6,6,7,5,8,7,8,6,7,8
4148x4731,6,6,7,5,8,7,8,6,7,8
4134x2938,6,6,7,5,8,7,8,6,7,8
4193x1414,6,6,7,5,8,7,8,6,7,8
4111x1126,6,6,7,5,8,7,8,6,7,8
4147x817,6,6,7,5,8,7,8,6,7,8
4170x5234,6,6,7,5,8,7,8,4,7,8
4193x581,6,6,7,5,8,7,8,6,7,8
4177x391,6,6,7,5,7,6,8,6,7,8
4222x6445,6,9,7,5,8,7,8,9,7,8
4264x3064,6,6,7,5,8,7,8,6,7,8
4317x2949,6,6,7,5,8,7,8,6,7,8
4251x3369,8,11,8,8,6,5,6,10,7,6
4294x5323,6,6,7,5,8,7,8,4,7,8
4331x2129,6,6,8,5,8,5,8,6,7,8
4290x6213,6,9,7,5,8,7,8,9,7,8
4351x2853,6,6,7,5,8,7,8,6,7,8
4363x1752,6,6,7,5,8,7,8,6,7,8
4320x4331,6,6,7,5,8,7,8,6,7,8
4342x5127,6,6,7,5,8,7,8,6,7,8
4354x4957,6,6,7,5,8,7,8,6,7,8
4404x1201,6,6,7,5,8,7,8,6,7,8
4412x5841,6,6,7,5,8,7,8,9,7,8
4427x102,8,8,8,8,9,5,6,6,8,6
4417x4209,6,6,7,5,8,7,8,6,7,8
4406x4605,6,6,7,5,8,7,8,6,7,8
4418x6558,6,9,7,5,8,7,8,9,7,8
4453x768,6,6,7,5,8,7,8,6,7,8
4444x6068,6,6,7,5,8,7,8,9,7,8
4490x995,6,6,7,5,8,7,8,6,7,8
4509x4475,6,6,7,5,8,7,8,6,7,8
4501x6314,6,9,7,7,8,7,8,9,7,8
4509x477,8,8,8,5,8,5,8,6,7,8
4515x1507,6,6,7,5,8,7,8,6,7,8
4525x2809,6,6,7,5,8,7,8,6,7,8
4522x3291,6,6,7,8,8,5,8,10,8,8
4520x6201,6,9,7,5,8,7,8,9,7,8
4561x6531,6,9,7,7,8,7,8,9,7,8
4538x5661,6,6,7,5,8,7,8,6,7,8
4578x4102,6,6,7,5,8,7,8,6,7,8
4646x3158,6,6,7,5,8,5,8,6,8,8
4593x5086,6,6,7,5,8,7,8,6,7,8
4577x2257,7,6,7,5,9,7,8,6,7,8
4609x2041,7,8,8,5,9,5,9,6,7,8
4615x6185,6,9,7,7,8,7,8,9,7,8
4656x617,6,6,7,5,8,7,8,6,7,8
4675x2612,6,6,7,5,8,7,8,6,7,8
4677x2451,6,6,7,5,8,7,8,6,7,8
4711x829,6,6,7,5,8,7,8,6,7,8
4702x1078,6,6,7,5,8,7,8,6,7,8
4730x6199,6,9,7,7,8,7,8,9,7,8
4722x5834,6,6,7,5,8,7,8,6,7,8
4737x1470,8,6,8,7,6,7,6,10,10,6
4728x4505,6,6,7,9,8,7,8,7,9,8
4755x6309,6,9,7,7,8,7,8,9,7,8
4780x4823,6,6,7,9,8,7,8,6,9,8
4769x5498,6,6,7,10,8,7,8,6,7,8
4759x6556,6,9,7,7,8,7,8,9,7,8
4799x391,7,8,9,9,9,5,9,7,9,10
4796x2187,7,6,7,5,8,5,8,6,7,8
4821x6409,6,9,7,7,8,7,8,9,7,8
4821x2058,7,8,8,8,9,5,9,6,9,10
4868x1712,7,8,8,8,9,5,9,10,8,6
4886x6558,6,9,7,7,8,7,8,9,7,8
4888x1406,8,8,8,8,9,5,6,10,8,6
4914x2319,6,6,7,5,8,7,8,6,7,8
4880x3244,7,8,8,8,9,5,9,6,8,6
4898x5182,6,6,5,10,8,8,8,6,7,8
4913x4474,7,10,9,9,9,9,9,7,9,10
4898x2888,6,6,7,5,8,7,8,6,7,8
4936x829,8,8,8,8,9,5,9,6,9,6
4913x2596,6,6,7,5,8,7,8,6,7,8
5000x1627,7,8,8,8,9,5,6,10,8,6
4983x4954,7,6,9,9,9,8,9,6,9,9
4963x2490,6,6,7,5,8,7,8,6,7,8
5002x1786,7,8,8,8,9,5,9,10,8,6
4980x96,7,10,9,9,9,9,9,7,9,10
5041x4133,7,10,9,9,9,9,9,7,9,10
5045x3740,8,6,8,8,6,5,6,10,8,6
5051x2803,7,10,9,9,9,7,9,7,9,10
5055x3181,7,10,9,5,9,5,9,7,9,10
5096x2148,7,10,9,9,9,5,9,7,9,6
5094x4775,7,10,9,9,9,9,9,7,9,10
5113x619,7,10,9,9,9,9,9,7,9,10
5094x394,7,10,9,9,9,9,9,7,9,10
5124x1121,7,8,9,8,9,9,9,10,9,6
5139x50,7,10,9,9,9,9,9,7,9,10
5153x2303,8,10,9,9,8,7,9,7,9,6
5154x1409,7,8,8,8,9,5,6,10,8,6
5145x1696,7,8,8,8,9,5,6,10,8,6
5178x1998,7,8,9,9,9,9,9,7,9,6
5186x5580,6,6,7,5,8,7,8,6,7,8
5189x4385,7,10,9,9,9,9,9,7,9,10
5201x3099,7,10,9,9,9,9,9,7,9,10
5186x4112,7,10,9,9,9,5,9,7,9,10
5243x5879,6,6,7,5,8,7,8,6,7,8
5231x737,7,8,9,9,9,9,9,4,9,10
5243x1017,7,8,9,9,9,9,9,4,9,9
5273x4597,7,10,9,9,9,9,9,7,9,10
5279x5177,7,10,5,9,9,8,9,7,10,10
5291x2416,8,10,9,9,8,9,9,7,9,6
5314x87,7,10,9,9,9,9,9,7,9,10
5319x2241,7,10,9,9,8,9,9,7,9,6
5330x1293,7,8,9,9,9,9,9,7,9,10
5355x3077,7,8,9,9,9,5,9,7,9,10
5360x4876,7,10,9,9,9,9,9,7,9,10
5403x417,7,10,9,9,9,9,9,7,9,10
5371x2120,7,10,9,9,9,9,9,7,9,6
5376x5991,6,6,7,5,8,7,8,6,7,8
5428x942,7,8,9,9,9,9,9,4,9,9
5428x1497,7,10,9,9,9,9,9,7,9,10
5418x2692,7,10,9,9,9,9,9,7,9,10
5431x4016,7,10,9,9,9,9,9,7,9,10
5448x5679,6,6,7,5,8,7,8,6,7,8
5438x6275,6,6,7,9,8,7,8,7,9,8
5448x4742,7,10,9,9,9,9,9,7,9,10
5450x2532,7,10,9,9,8,9,9,7,9,6
5482x6537,7,10,9,9,8,9,9,7,9,10
5510x588,7,10,9,9,9,9,9,4,9,10
5466x5485,6,6,8,5,8,5,8,10,8,8
5493x2206,7,10,9,9,8,9,9,7,9,9
5461x4504,7,10,9,9,9,9,9,7,9,10
5482x87,7,10,9,9,9,9,9,7,9,10
5491x3281,7,10,9,9,9,9,9,7,9,10
5555x6436,7,10,9,9,8,9,9,7,9,10
5559x1562,7,10,9,9,9,9,9,7,9,10
5583x2411,7,10,9,9,9,9,9,7,9,10
5593x3498,7,10,9,9,9,9,9,7,9,10
5632x5770,6,6,7,5,8,7,8,10,7,8
5619x5657,6,6,8,5,8,5,8,10,8,8
5599x3954,7,10,9,9,9,9,9,7,9,10
5612x292,7,10,9,9,9,9,9,7,9,10
5631x3737,7,10,9,9,9,9,9,7,9,10
5681x6145,6,6,7,5,8,7,8,7,7,8
5662x6307,7,10,9,9,8,9,8,7,9,10
5668x3633,7,10,9,9,9,9,9,7,9,10
5711x1512,7,10,9,9,9,9,9,7,9,10
5702x1014,8,11,1,10,9,1,9,4,10,9
5658x1919,7,10,9,9,9,9,9,7,9,10
5701x4417,7,8,8,9,9,9,9,9,9,10
5781x5642,6,6,7,5,8,5,8,10,8,8
5764x5362,8,8,8,8,6,5,6,10,8,6
5731x5479,6,6,8,5,8,5,8,10,8,8
5779x3451,7,10,9,9,9,9,9,7,9,10
5776x6525,7,10,9,9,9,9,9,7,9,10
5821x1752,7,10,9,9,9,9,9,7,9,10
5811x4163,7,8,8,8,9,5,9,9,9,10
5848x2581,7,10,9,9,9,9,9,7,9,10
5909x305,7,10,9,9,9,9,9,7,9,10
5889x622,7,8,9,9,9,9,9,7,9,10
5922x4711,7,8,8,7,9,5,9,7,9,10
5894x2305,7,8,9,9,9,5,6,7,8,6
5905x6243,7,6,7,5,8,5,9,7,9,8
5939x80,7,10,9,9,9,9,9,7,9,10
5888x2786,7,10,9,8,9,9,9,7,9,10
5948x1002,8,11,5,8,9,8,6,12,10,9
5939x3880,7,10,9,9,9,9,9,7,9,10
5953x6564,7,9,8,7,6,5,6,9,8,9
5955x5965,6,6,7,5,8,7,8,6,7,8
5994x5408,8,6,8,7,6,5,6,10,8,6
6021x3016,8,8,8,8,6,5,6,12,8,6
6005x3517,7,10,9,9,9,9,9,7,9,10
6030x4939,8,8,8,7,6,5,9,6,8,8
6074x781,7,8,8,8,9,5,6,6,10,6
6105x6383,7,9,8,7,6,5,6,9,8,9
6094x5061,8,6,8,7,6,5,6,6,8,8
6115x992,8,8,5,8,6,8,6,6,10,9
6079x3758,7,10,9,9,9,9,9,7,9,10
6094x4647,7,10,9,9,9,9,9,7,9,10
6143x486,7,10,9,9,9,9,9,7,9,10
6143x3946,7,8,8,9,9,5,9,7,9,6
6137x4270,7,8,8,10,9,5,9,7,9,10
6166x182,7,10,9,9,9,9,9,7,9,10
6167x2093,8,11,10,10,6,10,6,12,12,6
6187x3159,8,8,8,8,6,5,6,12,8,6
6134x4528,7,10,9,9,9,9,9,7,9,10
6202x6460,7,9,8,7,6,5,6,9,8,9
6199x3407,7,10,9,9,9,9,9,7,9,10
6205x5339,6,6,7,5,8,7,8,6,7,8
6225x2330,8,11,10,10,6,5,6,12,12,6
6220x4754,7,10,9,9,9,9,9,7,9,10
6236x3042,8,8,8,10,6,5,6,12,8,6
6222x1421,6,6,7,5,8,7,8,6,7,8
6247x2900,8,8,8,10,6,5,6,12,8,6
6264x3661,7,10,9,9,9,9,9,7,9,10
6246x59,7,10,9,9,9,9,9,7,9,10
6247x1655,7,10,9,9,9,9,9,6,9,10
6250x2593,8,8,8,10,6,5,6,12,8,6
6328x6531,7,9,8,7,6,5,6,9,8,9
6290x906,7,8,5,8,9,8,6,6,10,9
6309x1956,7,8,8,8,9,5,6,6,8,6
6332x241,7,10,9,9,9,9,9,7,9,10
6334x594,7,10,9,9,9,9,9,7,9,10
6360x5715,8,6,7,10,6,7,8,12,7,9
6372x759,7,8,9,9,9,9,9,6,9,10
6410x4263,7,8,8,10,6,5,6,12,8,6
6387x3978,7,8,8,9,9,5,9,12,9,6
6393x1039,6,8,5,8,8,8,6,6,10,6
6430x1387,6,6,7,5,8,7,8,6,7,8
6424x5478,6,6,7,10,6,7,8,6,7,9
6427x1767,7,8,8,9,6,8,6,6,8,9
6462x4800,7,10,9,9,9,9,9,7,9,10
6468x547,7,10,9,9,9,9,9,7,9,10
6510x5425,6,6,7,10,6,7,8,6,7,9
6475x2334,8,11,10,10,6,10,6,12,12,6
6503x2894,8,8,8,10,6,5,6,12,8,6
6536x5114,6,6,7,9,9,7,8,6,7,10
6523x5293,6,6,7,5,8,7,8,6,7,10
6504x3342,7,8,8,9,9,9,9,7,9,10
6511x3125,8,8,8,10,6,5,6,12,12,6
