,20180417_BZ5_control_0,20180417_BZ5_control_1,20180417_BZ5_control_2,20180417_BZ5_control_3,20180417_BZ5_control_4,20180417_BZ5_control_5,20180417_BZ5_control_6,20180417_BZ5_control_7,20180417_BZ5_control_8,20180417_BZ5_control_9
69x4486,4,2,1,4,1,1,4,1,1,1
93x1063,1,11,12,10,1,11,11,6,1,10
143x3445,3,3,1,3,4,4,2,3,4,4
88x4092,4,2,1,4,1,1,4,1,1,1
120x4293,4,2,1,4,1,1,4,1,1,1
104x2648,2,3,3,2,2,2,2,2,2,2
105x2425,2,3,3,2,2,2,2,2,2,2
146x5387,3,4,4,3,3,3,3,3,3,3
107x3104,3,3,1,3,4,4,2,3,4,4
127x3822,4,2,1,4,4,4,4,1,4,4
259x4507,4,2,1,4,1,1,4,1,1,1
210x2935,3,3,3,2,2,2,2,2,2,2
241x3271,3,3,1,3,4,4,2,3,4,4
239x2631,2,3,3,2,2,2,2,2,2,2
281x3080,3,3,1,3,4,4,2,3,4,4
224x3566,3,2,1,4,4,4,4,3,4,4
221x4872,3,4,4,3,3,3,3,3,3,3
290x5270,3,4,4,3,3,3,3,3,3,3
276x5435,3,4,4,3,3,3,3,3,3,3
321x3949,4,2,1,4,1,4,4,1,4,4
339x2790,2,3,3,2,2,2,2,2,2,2
317x5119,3,4,4,3,3,3,3,3,3,3
342x5600,3,4,4,3,3,3,3,3,3,3
352x2563,2,3,3,2,2,2,2,2,2,2
372x1693,5,6,6,1,6,1,1,1,3,6
311x2357,2,3,3,2,2,2,2,2,2,2
385x5503,3,4,4,3,3,3,3,3,3,3
396x4972,3,4,4,3,3,3,3,3,3,3
388x5349,3,4,4,3,3,3,3,3,3,3
402x1331,5,2,1,1,1,1,1,1,3,6
409x4543,4,2,1,4,1,1,4,1,1,1
413x5757,3,4,4,3,3,3,3,3,3,3
393x4808,3,4,4,3,3,3,3,3,3,3
446x5944,4,5,5,5,5,5,5,4,5,5
462x5091,3,4,4,3,3,3,3,3,3,3
482x5413,3,4,4,3,3,3,3,3,3,3
482x5581,3,4,4,3,3,3,3,3,3,3
461x3050,3,3,1,3,4,4,2,3,4,4
471x5246,3,4,4,3,3,3,3,3,3,3
526x5768,3,4,4,3,3,3,3,3,3,3
555x1786,5,6,6,1,6,1,1,1,3,6
563x5971,4,5,5,5,5,5,5,4,5,5
526x6243,4,5,5,5,5,5,5,4,5,5
548x6495,4,5,5,5,5,5,5,4,5,5
554x6386,4,5,5,5,5,5,5,4,5,5
558x5137,3,4,4,3,3,3,3,3,3,3
561x6118,4,5,5,5,5,5,5,4,5,5
581x4471,4,2,1,4,1,1,4,1,1,1
599x5622,3,4,4,3,3,3,3,3,3,3
604x5412,3,4,4,3,3,3,3,3,3,3
598x6567,4,5,5,5,5,5,5,4,5,5
578x286,9,2,2,4,1,1,1,1,1,1
616x5239,3,4,4,3,3,3,3,3,3,3
652x6228,4,5,5,5,5,5,5,4,5,5
705x1715,5,6,6,1,6,1,1,1,3,6
732x5330,3,4,4,3,3,3,3,3,3,3
835x5264,3,4,1,3,3,3,3,3,3,3
871x1075,1,2,1,4,1,3,4,1,3,4
847x241,1,2,2,4,1,1,1,1,1,1
887x5359,3,4,1,3,3,3,3,3,3,3
949x787,1,2,1,4,1,3,4,1,3,4
906x2244,9,11,2,10,1,11,1,1,11,1
898x92,1,2,2,4,1,1,1,1,1,1
1023x284,1,2,2,4,1,1,1,1,1,1
1022x5565,3,2,1,3,3,3,5,3,3,6
1107x4892,1,14,2,1,1,1,1,1,1,1
1155x352,1,2,2,4,1,1,1,1,1,1
1219x6017,1,6,2,7,6,1,6,5,6,1
1225x5122,1,14,2,1,1,1,1,1,1,1
1249x136,1,2,2,4,1,1,1,1,1,1
1251x4565,12,14,7,1,7,1,1,17,1,10
1338x2782,5,4,2,1,3,13,1,1,3,6
1373x6021,5,6,6,7,6,1,6,5,6,6
1382x2384,5,6,6,9,6,6,1,5,1,6
1474x1644,1,2,2,4,1,1,1,1,1,1
1500x293,1,1,2,4,1,1,1,1,1,1
1580x763,5,1,2,1,1,1,1,1,1,1
1588x535,1,1,2,1,1,1,1,1,1,1
1627x5761,5,6,6,7,6,6,6,5,6,6
1707x565,1,1,2,1,1,1,1,1,1,1
1677x5560,5,6,6,7,6,6,6,5,6,6
1779x5697,5,6,6,7,6,6,6,5,6,6
1773x4571,10,1,2,8,11,1,1,6,1,8
1790x4707,6,8,2,8,8,8,8,6,7,8
1830x5552,5,6,6,7,6,6,6,5,6,6
1794x5436,5,6,6,7,6,6,6,5,6,6
1911x4654,10,1,2,8,11,1,1,6,1,1
1932x5445,5,6,6,7,6,6,6,5,6,6
1978x5613,5,6,6,8,6,6,6,5,6,6
1980x6074,6,8,8,8,8,8,8,9,7,8
2003x3832,6,8,8,9,8,8,8,9,7,8
2040x5814,10,8,8,8,8,8,8,6,7,8
2050x4659,1,1,2,8,11,1,1,6,1,1
2066x2105,1,1,7,1,1,1,1,1,1,1
2085x390,9,11,12,10,11,11,7,6,11,9
2097x4378,9,1,2,8,11,1,1,6,1,1
2152x5956,6,8,8,8,8,8,8,9,7,8
2160x4870,1,1,2,8,11,1,1,6,1,1
2221x5691,6,8,8,8,8,8,8,9,7,8
2217x6516,6,8,8,9,8,8,8,9,7,8
2248x5871,6,8,8,8,8,8,8,9,7,8
2239x1154,4,1,7,1,1,1,1,1,1,1
2297x3080,6,8,8,9,8,8,8,9,7,8
2302x3966,6,8,8,9,8,8,8,9,7,8
2343x1019,4,1,7,1,1,1,1,1,1,1
2374x198,9,11,2,10,11,11,7,6,11,9
2362x3504,6,8,8,9,8,8,8,9,7,8
2390x3361,6,8,8,9,8,8,8,9,7,8
2433x2760,6,8,9,8,8,8,8,7,7,8
2393x1440,4,1,7,1,1,1,1,1,1,1
2458x2908,6,7,9,8,8,8,8,7,7,8
2438x4101,6,8,8,9,8,8,8,9,7,8
2474x3930,6,8,8,9,8,8,8,9,7,8
2469x1334,4,1,7,1,1,1,1,1,1,1
2497x4564,6,8,8,9,8,8,8,9,7,8
2536x3651,6,8,8,9,8,8,8,9,7,8
2465x4370,6,8,8,9,8,8,8,9,7,8
2523x1100,4,1,7,8,11,1,1,6,1,1
2552x6051,6,8,8,9,8,8,8,9,7,8
2566x445,6,8,8,9,8,8,8,6,7,8
2558x2591,7,10,9,6,9,9,9,8,8,9
2607x167,1,1,2,1,1,1,1,6,1,1
2602x2274,7,10,9,6,9,9,9,8,8,9
2625x6297,6,8,8,9,8,8,8,9,7,8
2661x4921,6,8,8,9,8,8,8,9,7,8
2671x2028,7,10,9,6,9,9,9,8,8,9
2647x5842,6,8,8,9,8,8,8,9,7,8
2698x4476,6,8,8,9,8,8,8,9,7,8
2725x1229,6,7,8,8,8,8,8,6,7,8
2729x2571,7,10,9,6,9,9,9,7,8,9
2717x5480,6,1,7,8,1,8,1,1,13,8
2739x2192,7,10,9,6,9,9,9,8,8,9
2724x5212,6,1,7,8,1,8,1,1,13,8
2771x925,6,8,8,9,8,8,8,9,7,8
2779x3387,6,8,8,9,8,8,8,9,7,8
2794x549,6,8,8,9,8,8,8,9,7,8
2825x158,6,1,2,9,1,1,8,9,1,1
2818x3935,6,8,8,9,8,8,8,9,7,8
2825x353,6,8,8,9,8,8,8,9,7,8
2835x4736,6,8,8,9,8,8,8,9,7,8
2852x5446,6,1,7,8,1,8,1,1,13,8
2877x61,1,1,2,9,1,1,1,6,1,1
2863x4900,6,8,8,9,8,8,8,9,7,8
2862x3238,6,8,8,9,8,8,8,9,7,8
2867x6410,6,8,8,9,8,8,8,9,7,8
2912x2915,6,8,8,9,8,8,8,9,7,8
2863x6239,6,8,8,9,8,8,8,9,7,8
2882x1230,6,8,8,9,8,8,8,9,7,8
2854x6016,6,8,8,9,8,8,8,9,7,8
2892x3781,6,8,8,9,8,8,8,9,7,8
2900x4518,6,8,8,9,8,8,8,9,7,8
2944x3399,6,8,8,9,8,8,8,9,7,8
2908x1593,6,7,8,8,8,8,9,9,7,8
2933x2191,7,10,9,6,9,9,9,8,8,9
3023x6550,6,8,8,9,8,8,8,9,7,8
2927x3132,6,8,8,9,8,8,8,9,7,8
2971x1902,7,10,9,6,9,9,9,6,8,9
2957x960,6,8,8,9,8,8,8,9,7,8
2975x4177,6,8,8,9,8,8,8,9,7,8
2997x392,6,8,8,9,8,8,8,9,7,8
2984x795,6,8,8,9,8,8,8,9,7,8
3005x607,6,8,8,9,8,8,8,9,7,8
3008x6107,6,8,8,9,8,8,8,9,7,8
3015x2375,6,8,8,9,8,8,8,9,7,8
3035x4607,6,8,8,9,8,8,8,9,7,8
3010x5742,6,8,8,9,8,8,8,9,7,8
3051x5364,6,8,8,8,8,8,8,9,7,8
3088x4056,6,8,8,9,8,8,8,9,7,8
3088x5969,6,8,8,9,8,8,8,9,7,8
3098x269,6,8,8,9,8,8,8,9,7,8
3085x1874,7,7,9,8,9,9,9,6,8,9
3073x2687,6,8,8,9,8,8,8,9,7,8
3074x3903,6,8,8,9,8,8,8,9,7,8
3112x704,6,8,8,9,8,8,8,9,7,8
3112x1238,6,8,8,9,8,8,8,9,7,8
3100x1519,6,7,8,9,8,8,8,9,7,8
3096x4775,6,8,8,9,8,8,8,9,7,8
3113x5229,6,8,8,8,8,8,8,9,7,8
3130x3026,6,8,8,9,8,8,8,9,7,8
3143x1724,7,7,9,8,9,9,9,9,8,9
3143x4443,6,8,8,9,8,8,8,9,7,8
3176x1111,6,8,8,9,8,8,8,9,7,8
3167x4598,6,8,8,9,8,8,8,9,7,8
3194x6122,6,8,8,9,8,8,8,9,7,8
3192x1436,6,8,8,9,8,8,8,9,7,8
3202x973,6,8,8,9,8,8,8,9,7,8
3179x2424,6,8,8,9,8,8,8,9,7,8
3203x3174,6,8,8,9,8,8,8,9,7,8
3190x4995,6,8,8,9,8,8,8,9,7,8
3234x4222,6,8,8,9,8,8,8,9,7,8
3259x2762,6,8,8,9,8,8,8,9,7,8
3263x3474,6,8,8,9,8,8,8,9,7,8
3262x3332,6,8,8,9,8,8,8,9,7,8
3277x2545,6,8,8,9,8,8,8,9,7,8
3268x5634,6,8,8,9,8,8,8,9,7,8
3294x327,6,8,8,9,8,8,8,9,7,8
3274x5349,6,8,8,8,8,8,8,9,7,8
3308x5144,6,8,8,8,8,8,8,9,7,8
3320x3713,6,7,8,8,8,8,9,7,7,8
3336x3835,6,7,8,8,8,8,9,7,7,8
3341x655,6,8,8,9,8,8,8,9,7,8
3380x2391,6,8,8,9,8,8,8,9,7,8
3362x4758,6,8,8,9,8,8,8,9,7,8
3383x1553,6,7,9,8,8,9,9,7,7,8
3373x6292,6,7,8,8,8,8,9,7,7,8
3406x3143,6,8,8,9,8,8,8,9,7,8
3396x4003,7,7,9,8,11,9,9,7,8,9
3427x4113,7,7,9,6,11,9,9,7,8,9
3421x873,6,8,8,9,11,8,8,9,7,8
3425x528,6,8,8,9,8,8,8,9,7,8
3434x376,6,8,8,9,8,8,8,9,7,8
3431x4466,6,8,8,9,8,8,8,9,7,8
3420x5073,6,8,8,8,8,8,8,9,7,8
3421x1822,7,7,9,6,9,9,9,7,8,9
3441x6025,6,7,8,8,8,8,8,7,7,8
3421x6152,6,7,8,9,8,8,8,7,7,8
3464x2983,6,8,8,9,8,8,8,9,7,8
3580x1656,7,7,9,6,9,9,9,7,8,9
3587x397,6,8,8,9,8,8,8,9,7,8
3628x1800,7,10,9,6,9,9,9,7,8,9
3619x6082,9,7,8,8,11,9,9,7,8,8
3641x5149,7,7,8,8,8,8,9,7,7,8
3645x4345,7,7,9,8,9,9,9,7,8,9
3613x2488,10,7,8,8,8,8,9,8,7,8
3648x3506,6,7,8,8,8,8,9,7,7,8
3630x6532,7,7,9,8,9,9,9,7,8,9
3659x4953,6,7,8,8,8,8,9,7,7,8
3653x3697,7,7,9,8,8,9,9,7,8,9
3686x4486,6,7,8,8,8,8,9,7,7,8
3655x1397,10,8,9,11,11,7,7,7,7,9
3702x5848,9,7,9,8,11,9,9,7,8,8
3655x6350,7,7,8,8,8,9,9,7,8,8
3690x5449,7,7,9,8,9,9,13,7,8,8
3698x105,6,8,8,8,8,8,8,10,7,8
3719x752,6,8,8,8,8,8,8,9,7,8
3706x4678,6,7,8,8,8,8,9,7,7,8
3787x317,6,8,8,8,8,8,8,10,7,8
3790x3862,7,7,9,6,9,9,9,8,8,9
3759x2286,10,14,10,8,7,7,9,8,8,9
3803x4061,7,7,9,6,9,9,9,8,8,9
3792x6474,7,7,9,8,9,9,9,7,8,9
3789x971,9,10,9,6,9,9,9,6,8,9
3786x2622,7,10,9,6,9,9,9,8,8,9
3848x2821,7,10,9,6,9,9,9,8,8,9
3879x3094,7,10,9,6,9,9,9,8,8,9
3877x6004,9,7,9,8,11,9,9,7,8,9
3863x2947,7,10,9,6,9,9,9,8,8,9
3852x6212,9,7,9,8,11,9,9,7,8,9
3885x44,7,10,8,8,9,8,9,10,7,8
3910x4988,7,7,9,8,9,9,9,7,8,9
3906x162,6,8,8,8,8,8,8,10,7,8
3935x1658,10,9,9,6,11,7,7,8,8,9
3949x2550,10,10,10,6,9,9,9,8,8,9
3929x866,7,10,9,6,9,9,9,8,8,9
3942x5852,9,7,9,8,11,9,9,7,8,9
3921x521,7,10,9,8,9,9,9,10,8,8
3946x3418,6,7,8,8,8,8,9,8,8,8
4046x6156,9,7,9,8,11,11,9,7,8,9
4010x2199,10,14,10,6,7,7,9,8,8,9
4011x1856,9,10,9,6,9,9,9,8,8,9
4104x3176,7,10,9,6,9,9,9,8,8,9
4110x3916,7,7,9,6,9,9,9,8,8,9
4148x4731,7,10,9,6,9,9,10,8,8,9
4134x2938,7,10,9,6,9,9,10,8,8,9
4193x1414,7,10,9,6,9,9,9,8,8,9
4111x1126,7,10,9,6,9,9,9,8,8,9
4147x817,7,10,9,6,9,9,9,8,8,9
4170x5234,9,10,9,6,9,9,10,6,11,9
4193x581,7,10,9,6,9,9,9,8,8,9
4177x391,7,10,9,6,12,8,9,8,8,8
4222x6445,9,7,12,8,11,11,9,7,8,9
4264x3064,7,10,9,6,9,9,10,8,8,9
4317x2949,9,10,9,6,9,9,10,8,8,9
4251x3369,10,7,10,11,7,7,7,8,8,7
4294x5323,9,10,9,6,9,9,10,6,11,9
4331x2129,8,10,9,6,9,9,9,8,8,9
4290x6213,9,7,12,6,11,11,9,7,8,9
4351x2853,7,10,9,6,9,9,10,8,8,9
4363x1752,7,10,9,6,9,9,9,8,8,9
4320x4331,7,10,11,6,9,9,10,8,8,9
4342x5127,9,10,9,6,9,9,10,8,11,9
4354x4957,9,10,9,6,9,9,10,8,11,9
4404x1201,7,10,9,6,9,9,9,8,8,9
4412x5841,7,10,9,6,9,9,10,8,8,9
4427x102,8,9,10,11,10,7,7,13,12,7
4417x4209,7,10,11,6,9,9,10,8,8,9
4406x4605,7,10,9,6,9,9,10,8,8,9
4418x6558,9,11,12,10,11,11,9,12,11,9
4453x768,7,10,9,6,9,9,9,8,8,9
4444x6068,9,10,9,6,9,9,10,12,8,9
4490x995,7,10,9,6,9,9,9,8,8,9
4509x4475,7,10,11,6,9,9,10,8,8,9
4501x6314,9,11,12,10,11,11,9,12,11,9
4509x477,10,9,9,6,9,7,7,8,8,9
4515x1507,7,10,9,6,9,9,9,8,8,9
4525x2809,7,10,9,6,9,9,10,8,8,9
4522x3291,9,10,9,11,7,7,10,8,12,9
4520x6201,9,11,12,6,11,11,9,12,11,9
4561x6531,9,11,12,10,11,11,9,12,11,9
4538x5661,7,10,9,6,9,9,10,8,8,9
4578x4102,7,10,11,6,9,9,10,8,8,9
4646x3158,9,10,9,6,9,7,10,8,12,9
4593x5086,7,10,9,6,9,9,10,8,8,9
4577x2257,8,10,9,6,12,10,11,8,8,9
4609x2041,8,9,13,6,12,10,11,8,8,9
4615x6185,9,11,12,10,11,11,9,12,11,9
4656x617,7,10,9,6,9,9,9,8,8,9
4675x2612,7,10,9,6,9,9,9,8,8,9
4677x2451,7,10,9,6,9,9,9,8,8,9
4711x829,7,10,9,6,9,9,9,8,8,9
4702x1078,7,10,9,6,9,9,9,8,8,9
4730x6199,9,11,12,10,11,11,9,12,11,9
4722x5834,7,10,9,6,9,9,10,8,8,9
4737x1470,12,10,13,10,7,9,7,13,13,10
4728x4505,7,10,11,6,9,9,10,10,10,7
4755x6309,9,11,12,10,11,11,9,12,11,9
4780x4823,7,10,11,12,9,12,10,8,10,7
4769x5498,7,10,9,13,9,9,10,8,8,9
4759x6556,9,11,12,10,11,11,9,12,11,9
4799x391,11,9,13,11,12,7,11,10,10,11
4796x2187,8,10,9,6,12,7,9,8,8,9
4821x6409,9,11,12,10,11,11,9,12,11,9
4821x2058,8,9,13,11,12,10,11,10,10,11
4868x1712,8,9,13,11,10,7,7,13,12,7
4886x6558,9,11,12,10,11,11,9,12,11,9
4888x1406,8,9,13,11,10,7,7,13,12,7
4914x2319,7,10,9,6,12,9,9,8,8,9
4880x3244,8,9,13,11,10,10,11,8,12,7
4898x5182,7,10,13,13,9,12,7,8,8,7
4913x4474,11,13,11,12,12,13,7,10,10,11
4898x2888,7,10,9,6,9,10,10,8,8,9
4936x829,12,9,13,11,12,13,7,8,10,7
4913x2596,7,10,9,6,9,9,9,8,8,9
5000x1627,8,9,13,11,10,7,7,13,12,7
4983x4954,11,10,11,12,12,12,7,8,10,10
4963x2490,7,10,9,6,9,9,9,10,8,9
5002x1786,8,9,13,11,10,7,7,13,12,7
4980x96,11,13,11,12,12,13,11,10,10,11
5041x4133,11,13,11,12,12,13,7,10,10,7
5045x3740,9,10,10,11,7,7,7,8,12,7
5051x2803,11,13,11,12,12,10,11,10,10,11
5055x3181,11,13,11,6,12,10,11,10,10,11
5096x2148,11,13,11,12,12,7,7,10,10,7
5094x4775,11,13,11,12,12,13,11,10,10,11
5113x619,11,13,11,12,12,13,11,10,10,11
5094x394,11,13,11,12,12,13,11,10,10,11
5124x1121,12,9,13,11,12,13,7,10,10,7
5139x50,11,13,11,12,12,13,11,10,10,11
5153x2303,11,13,9,12,12,14,7,10,10,7
