,20180419_BZ9_control_0,20180419_BZ9_control_1,20180419_BZ9_control_2,20180419_BZ9_control_3,20180419_BZ9_control_4,20180419_BZ9_control_5,20180419_BZ9_control_6,20180419_BZ9_control_7,20180419_BZ9_control_8,20180419_BZ9_control_9
44x5377,1,1,1,1,1,1,1,1,1,1
68x4194,1,1,1,1,1,2,1,1,1,1
84x5959,1,1,1,1,1,1,1,1,1,1
80x5764,1,1,1,1,1,1,1,1,1,1
114x1974,2,2,2,2,2,3,2,2,2,2
168x531,16,1,1,11,1,1,1,1,1,1
185x4559,1,1,1,1,1,2,1,1,1,1
177x3654,12,13,12,13,10,13,13,13,12,14
241x2001,2,2,2,2,2,3,2,2,2,2
270x3116,14,10,1,8,11,2,1,3,1,1
309x5302,1,1,1,1,1,1,1,1,1,1
275x628,1,1,1,1,1,1,1,1,1,1
294x5628,1,1,1,1,1,1,1,1,1,1
349x1994,2,2,2,2,2,3,2,2,2,2
377x4455,12,1,1,1,1,2,1,1,1,1
410x1893,2,2,2,2,2,3,2,2,2,2
387x3267,14,1,1,1,1,2,1,1,1,1
476x669,1,1,1,1,1,1,1,1,1,1
446x1536,2,2,2,2,2,3,8,2,2,2
485x1779,2,2,2,2,2,3,2,2,2,2
501x2036,2,2,2,2,2,3,2,2,2,2
527x937,1,1,1,1,1,1,1,1,1,1
450x4160,1,1,1,1,1,2,1,1,1,1
548x4572,1,1,1,10,1,2,1,1,1,1
544x2540,1,1,1,1,1,2,1,1,1,1
591x3577,1,1,1,1,1,1,1,1,1,1
603x6364,1,1,1,1,1,1,1,1,1,1
651x4418,12,1,1,1,1,2,1,1,1,1
663x2654,1,1,1,1,1,2,1,1,1,1
665x5629,1,1,1,8,10,2,1,1,1,1
852x3642,1,1,1,1,1,1,1,1,1,1
1085x4223,1,1,1,1,1,1,1,1,1,1
1110x6096,1,1,1,1,1,1,1,1,1,1
1139x5599,1,1,1,1,1,1,1,1,20,1
1120x5436,1,1,1,1,1,1,1,1,20,1
1184x4281,1,1,1,1,1,1,1,1,1,1
1126x4550,1,1,1,1,1,1,1,1,1,1
1151x6524,1,1,1,1,1,1,1,1,1,1
1177x1565,8,7,4,7,8,4,8,8,7,7
1187x4426,1,1,1,1,1,1,1,1,1,1
1180x5746,1,1,1,1,1,1,1,1,1,1
1180x5077,1,1,1,1,1,1,1,1,20,1
1205x5367,1,1,1,1,1,1,1,1,20,1
1184x3703,1,1,1,1,1,1,1,1,1,1
1187x3879,1,1,1,1,1,1,1,1,1,1
1229x3321,1,1,1,1,1,1,1,1,1,1
1212x1071,11,7,3,7,8,4,8,8,1,10
1214x1248,8,7,3,7,8,4,8,8,7,10
1224x2691,3,7,4,7,8,4,8,8,7,15
1215x2845,3,1,4,1,1,1,8,1,1,1
1221x2460,3,7,4,7,8,4,8,8,7,15
1252x828,11,7,3,7,8,4,6,8,1,10
1261x3491,1,1,1,1,1,1,1,1,1,1
1299x2992,3,1,1,1,1,1,1,1,1,1
1244x1819,8,7,4,7,8,4,8,8,7,7
1271x2371,3,7,4,7,8,4,8,8,7,15
1339x4144,1,1,1,1,1,1,1,1,1,1
1324x1018,8,7,3,7,8,4,8,8,7,10
1361x2480,3,7,4,7,8,4,8,8,7,15
1348x1921,8,7,4,7,8,4,8,8,7,7
1644x997,8,7,4,7,8,4,8,8,7,7
1778x1015,8,7,4,7,8,4,8,8,7,7
1807x1991,11,7,3,7,8,4,2,8,7,10
1787x4503,1,1,1,1,1,1,1,1,1,1
1878x6520,19,19,1,17,12,1,2,1,17,13
1989x1653,11,7,3,7,8,4,2,8,7,10
1963x1937,11,7,3,7,8,4,2,8,7,10
2114x1968,11,7,3,7,8,4,2,8,7,10
2100x5513,12,12,12,13,13,9,12,13,12,14
2169x1422,9,12,1,8,10,2,1,13,1,1
2201x2033,11,7,3,7,8,4,2,8,7,10
