"","BayesSpace_1","BayesSpace_2","BayesSpace_3","BayesSpace_4","BayesSpace_5","BayesSpace_6","BayesSpace_7","BayesSpace_8","BayesSpace_9","BayesSpace_10"
"1",1,1,1,1,1,1,1,1,1,1
"2",7,7,7,7,7,7,7,7,7,7
"3",3,3,3,3,3,3,3,3,3,3
"4",4,4,4,4,4,4,4,4,4,4
"5",7,7,7,4,7,7,7,4,4,4
"6",3,3,3,3,3,3,3,3,3,3
"7",3,3,3,3,3,3,3,3,3,3
"8",7,7,7,7,7,7,7,7,4,4
"9",3,3,3,3,3,3,3,3,3,3
"10",3,3,3,4,3,3,3,4,3,4
"11",4,4,3,3,4,4,4,3,3,3
"12",3,3,3,3,3,3,3,3,3,3
"13",3,3,3,3,3,3,3,3,3,3
"14",3,3,3,3,3,3,3,3,3,3
"15",3,3,3,3,3,3,3,3,3,3
"16",3,3,3,3,3,3,3,3,3,3
"17",4,7,7,4,4,7,7,4,4,4
"18",3,3,3,3,3,3,3,3,3,3
"19",3,3,3,3,3,3,3,3,3,3
"20",5,5,5,5,5,5,5,5,2,5
"21",3,3,3,3,3,3,3,3,3,3
"22",4,4,4,3,4,4,4,3,3,3
"23",4,4,3,3,4,4,4,3,3,3
"24",3,3,3,3,3,3,3,3,3,3
"25",1,1,1,1,1,1,1,1,1,1
"26",3,3,3,3,3,3,3,3,3,3
"27",3,3,3,3,3,3,3,3,3,3
"28",3,3,3,3,3,3,3,3,3,3
"29",4,4,4,1,4,4,4,1,1,1
"30",4,7,4,4,4,4,7,4,4,4
"31",7,7,7,7,7,7,7,7,7,7
"32",7,7,7,7,7,7,7,7,4,4
"33",4,4,4,4,4,4,4,4,4,4
"34",3,3,3,3,3,3,3,3,3,3
"35",3,4,3,3,3,3,4,3,3,3
"36",3,3,3,3,3,3,3,3,3,3
"37",3,4,3,3,3,4,4,3,3,3
"38",2,2,2,4,5,2,2,2,4,4
"39",3,3,3,3,3,3,3,3,3,3
"40",7,7,7,7,7,7,7,7,7,7
"41",4,4,4,1,4,4,4,1,1,1
"42",4,4,4,1,4,4,4,4,1,1
"43",4,4,4,1,4,4,4,4,1,1
"44",4,4,4,1,4,4,4,4,1,1
"45",1,1,1,1,1,1,1,1,1,1
"46",3,3,3,3,3,3,3,3,3,3
"47",4,7,4,7,4,4,7,4,7,4
"48",3,3,3,3,3,3,3,3,3,3
"49",4,4,3,3,4,4,4,3,3,3
"50",3,3,3,3,3,3,3,3,3,3
"51",4,4,4,1,4,4,4,1,1,1
"52",5,5,5,5,5,5,5,5,2,5
"53",4,4,4,3,4,4,4,4,3,3
"54",7,7,7,7,7,7,7,7,7,7
"55",4,4,4,1,4,4,4,1,1,1
"56",1,1,1,1,1,1,1,1,1,1
"57",3,4,3,3,3,3,4,3,3,3
"58",4,4,4,4,4,4,4,4,4,4
"59",7,7,7,4,7,7,7,4,4,4
"60",1,1,1,1,1,1,1,1,1,1
"61",4,4,4,4,4,4,4,4,4,4
"62",5,5,5,5,5,5,5,5,2,5
"63",7,7,7,7,7,7,7,7,7,7
"64",3,3,3,3,3,3,3,3,3,3
"65",7,7,7,4,7,7,7,4,4,4
"66",7,4,7,1,7,4,4,7,1,1
"67",3,3,3,3,3,3,3,3,3,3
"68",5,2,5,4,5,5,5,5,2,2
"69",7,7,7,7,7,7,7,7,7,7
"70",4,7,7,4,7,7,7,4,4,4
"71",11,11,11,11,11,11,11,11,11,11
"72",4,4,4,1,4,4,4,4,1,1
"73",4,7,4,4,4,7,7,4,4,4
"74",12,12,12,12,12,12,12,12,12,12
"75",7,7,7,7,7,7,7,7,7,7
"76",11,11,11,11,11,11,11,11,11,11
"77",2,2,2,2,6,2,2,2,2,2
"78",7,7,7,7,7,7,7,7,7,7
"79",2,2,2,2,6,2,2,2,2,2
"80",12,4,4,12,4,4,4,12,12,12
"81",1,1,1,1,1,1,1,1,1,1
"82",12,12,12,12,12,12,12,12,12,12
"83",13,13,13,13,13,13,13,13,13,13
"84",13,13,13,13,13,13,13,13,13,13
"85",12,12,12,12,12,12,12,12,12,12
"86",1,1,1,1,1,1,1,1,1,1
"87",16,6,19,16,19,6,16,16,6,6
"88",1,1,1,1,1,1,1,1,1,1
"89",4,4,4,1,4,4,4,1,1,1
"90",7,7,7,7,7,7,7,7,7,7
"91",13,13,13,13,13,13,13,13,13,13
"92",6,9,13,9,13,9,9,6,9,9
"93",2,2,2,2,6,2,2,2,2,2
"94",7,7,7,7,7,7,7,7,7,7
"95",1,1,1,1,1,1,1,1,1,1
"96",11,7,11,11,11,11,11,11,11,11
"97",6,9,9,9,9,9,9,6,9,9
"98",4,7,4,4,4,2,7,4,4,4
"99",1,1,1,1,1,1,1,1,1,1
"100",9,14,6,14,14,14,6,9,14,14
"101",6,9,9,9,9,9,9,6,9,9
"102",2,2,2,2,6,2,2,2,2,2
"103",13,13,13,13,13,13,13,13,13,13
"104",6,9,9,9,9,9,9,6,9,9
"105",5,5,5,5,5,5,5,5,2,5
"106",16,6,16,16,16,6,16,16,6,6
"107",12,12,12,12,12,12,12,12,12,12
"108",13,13,13,13,13,13,13,13,13,13
"109",14,16,16,6,16,16,14,14,16,16
"110",12,12,12,12,12,12,12,12,12,12
"111",1,1,1,1,1,1,1,1,1,1
"112",2,2,2,4,6,2,2,2,4,2
"113",6,9,9,9,9,9,9,6,9,9
"114",12,12,12,12,12,12,12,12,12,12
"115",13,13,13,13,13,13,13,13,13,13
"116",5,5,5,5,5,5,5,5,2,5
"117",13,13,13,13,13,13,13,13,13,13
"118",4,4,4,1,4,4,4,4,1,1
"119",9,14,14,14,14,14,6,9,14,14
"120",10,10,10,10,10,10,10,10,10,10
"121",9,14,14,14,14,14,6,9,14,14
"122",2,2,2,4,6,2,2,2,4,4
"123",9,14,14,14,12,14,6,9,14,14
"124",13,13,13,13,13,13,13,13,13,13
"125",13,13,13,13,13,13,13,13,13,13
"126",6,14,9,9,9,9,9,9,9,14
"127",5,5,5,5,5,5,5,5,2,5
"128",13,13,13,13,13,13,13,13,13,13
"129",6,9,9,9,9,9,9,6,9,9
"130",6,9,9,9,9,9,9,6,9,9
"131",12,12,12,12,12,12,12,12,12,12
"132",9,14,14,14,14,14,6,9,14,14
"133",7,7,7,7,7,7,7,7,7,7
"134",2,2,2,2,6,2,2,2,2,2
"135",8,5,5,8,8,5,5,8,7,7
"136",13,13,13,13,13,13,13,13,13,13
"137",5,5,5,2,5,5,5,5,2,2
"138",13,13,13,13,13,13,13,13,13,13
"139",13,13,13,13,13,13,13,13,13,13
"140",6,9,9,14,9,9,9,6,9,9
"141",12,12,12,12,12,12,12,12,12,12
"142",7,7,7,7,7,7,7,7,7,7
"143",13,13,13,13,13,13,13,13,13,13
"144",13,13,13,13,13,13,13,13,13,13
"145",13,13,13,13,13,13,13,13,13,13
"146",16,6,13,16,13,6,16,16,6,6
"147",13,13,13,13,13,13,13,13,13,13
"148",13,13,13,13,13,13,13,13,13,13
"149",13,13,13,13,13,13,13,13,13,13
"150",13,13,13,13,13,13,13,13,13,13
"151",13,13,13,13,13,13,13,13,13,13
"152",10,10,10,10,10,10,10,10,10,10
"153",16,6,13,16,13,6,16,16,13,13
"154",10,10,10,10,10,10,10,10,10,10
"155",13,13,13,13,13,13,13,13,13,13
"156",11,11,11,11,11,11,11,11,11,11
"157",12,12,12,12,12,12,12,12,12,12
"158",7,7,7,7,7,7,7,7,4,4
"159",13,13,13,13,13,13,13,13,13,13
"160",10,10,10,10,10,10,10,10,10,10
"161",13,13,13,13,13,13,13,13,13,13
"162",13,13,13,13,13,13,13,13,13,13
"163",6,9,9,9,9,9,9,6,9,9
"164",13,13,13,13,13,13,13,13,13,13
"165",1,1,1,1,1,1,1,1,1,1
"166",13,13,13,13,13,13,13,13,13,13
"167",16,6,16,16,16,6,16,16,6,6
"168",6,9,9,9,9,9,9,6,9,9
"169",13,13,13,13,13,13,13,13,13,13
"170",13,13,13,13,13,13,13,13,13,13
"171",7,7,7,7,7,7,7,7,7,7
"172",13,13,13,13,13,13,13,13,13,13
"173",13,13,13,13,13,13,13,13,13,13
"174",16,6,16,16,16,6,16,16,6,6
"175",2,2,5,2,5,2,2,2,2,2
"176",2,2,2,2,6,2,2,2,2,2
"177",13,13,13,13,13,13,13,13,13,13
"178",6,9,9,9,9,9,9,6,9,9
"179",11,11,5,11,5,11,11,11,11,11
"180",5,5,5,5,5,5,5,5,2,5
"181",13,13,13,13,13,13,13,13,13,13
"182",13,13,13,13,13,13,13,13,13,13
"183",13,13,13,13,13,13,13,13,13,13
"184",14,16,14,6,14,16,14,14,16,16
"185",13,13,13,13,13,13,13,13,13,13
"186",13,13,13,13,13,13,13,13,13,13
"187",13,13,13,13,13,13,13,13,13,13
"188",15,15,15,15,15,15,15,15,15,15
"189",6,9,9,9,9,9,9,6,9,9
"190",13,13,13,13,13,13,13,13,13,13
"191",6,9,9,9,9,9,9,6,9,9
