"","BayesSpace_1","BayesSpace_2","BayesSpace_3","BayesSpace_4","BayesSpace_5","BayesSpace_6","BayesSpace_7","BayesSpace_8","BayesSpace_9","BayesSpace_10"
"1",1,1,1,1,1,1,1,1,1,1
"2",2,2,2,2,2,2,2,2,2,2
"3",3,3,3,3,3,3,3,3,3,3
"4",2,2,2,2,2,2,2,2,2,2
"5",2,2,2,2,2,2,2,2,2,2
"6",3,3,3,3,3,3,3,3,3,3
"7",3,3,3,3,3,3,3,3,3,3
"8",2,2,2,2,2,2,2,2,2,2
"9",3,3,3,3,3,3,3,3,3,3
"10",3,3,3,3,3,3,3,3,3,3
"11",3,3,3,3,3,3,3,3,3,3
"12",3,3,3,3,3,3,3,3,3,3
"13",3,3,3,3,3,3,3,3,3,3
"14",3,3,3,3,3,3,3,3,3,3
"15",3,3,3,3,3,3,3,3,3,3
"16",3,3,3,3,3,3,3,3,3,3
"17",2,2,2,2,2,2,2,2,2,2
"18",3,3,3,3,3,3,3,3,3,3
"19",3,3,3,3,3,3,3,3,3,3
"20",12,12,12,12,12,12,12,12,12,12
"21",3,3,3,3,3,3,3,3,3,3
"22",3,3,3,3,3,3,3,3,3,3
"23",3,3,3,3,3,3,3,3,3,3
"24",3,3,3,3,3,3,3,3,3,3
"25",1,1,1,1,1,1,1,1,1,1
"26",3,3,3,3,3,3,3,3,3,3
"27",3,3,3,3,3,3,3,3,3,3
"28",3,3,3,3,3,3,3,3,3,3
"29",1,1,1,1,1,1,1,1,1,1
"30",2,2,2,2,2,2,2,2,2,2
"31",2,2,2,2,2,2,2,2,2,2
"32",2,2,2,2,2,2,2,2,2,2
"33",3,3,3,3,3,3,3,3,3,3
"34",3,3,3,3,3,3,3,3,3,3
"35",3,3,3,3,3,3,3,3,3,3
"36",3,3,3,3,3,3,3,3,3,3
"37",3,3,3,3,3,3,3,3,3,3
"38",2,2,2,2,2,2,2,2,2,2
"39",3,3,3,3,3,3,3,3,3,3
"40",2,2,2,2,2,2,2,2,2,2
"41",1,1,1,1,1,1,1,1,1,1
