"","BayesSpace_1","BayesSpace_2","BayesSpace_3","BayesSpace_4","BayesSpace_5","BayesSpace_6","BayesSpace_7","BayesSpace_8","BayesSpace_9","BayesSpace_10"
"1",1,1,1,1,1,1,1,1,1,1
"2",1,1,1,1,1,1,1,1,1,1
"3",1,1,1,1,1,1,1,1,1,1
"4",2,2,2,2,2,2,2,2,2,2
"5",1,1,1,1,1,1,1,1,1,1
"6",6,6,6,6,6,6,6,6,6,6
"7",2,2,2,2,2,2,2,2,2,2
"8",1,1,1,1,1,1,1,1,1,1
"9",1,1,1,1,1,1,1,1,1,1
"10",1,1,1,1,1,1,1,1,1,1
"11",1,1,1,1,1,1,1,1,1,1
"12",1,1,1,1,1,1,1,1,1,1
"13",1,1,1,1,1,1,1,1,1,1
"14",1,1,1,1,1,1,1,1,1,1
"15",1,1,1,1,1,1,1,1,1,1
"16",1,1,1,1,1,1,1,1,1,1
"17",1,1,1,1,1,1,1,1,1,1
"18",1,1,1,1,1,1,1,1,1,1
"19",7,7,7,7,7,7,7,7,7,7
"20",1,1,1,1,1,1,1,1,1,1
"21",1,1,1,1,1,1,1,1,1,1
"22",2,2,2,2,2,2,2,2,2,2
"23",8,8,8,8,8,8,8,8,8,8
"24",1,1,1,1,1,1,1,1,1,1
"25",2,2,2,2,2,2,2,2,2,2
"26",7,7,7,7,7,7,7,7,7,7
"27",1,1,1,1,1,1,1,1,1,1
"28",8,8,8,8,8,8,8,8,8,8
"29",1,1,1,1,1,1,1,1,1,1
"30",1,1,1,1,1,1,1,1,1,1
"31",1,1,1,1,1,1,1,1,1,1
"32",1,1,1,1,1,1,1,1,1,1
"33",8,8,8,8,8,8,8,8,8,8
"34",7,7,7,7,7,7,7,7,7,7
"35",1,1,1,1,1,1,1,1,1,1
"36",7,7,7,7,7,7,7,7,7,7
"37",10,10,10,10,10,10,10,10,10,10
"38",7,7,7,7,7,7,7,7,7,7
"39",1,1,1,1,1,1,1,1,1,1
"40",1,1,1,1,1,1,1,1,1,1
"41",1,1,1,1,1,1,1,1,1,1
"42",7,7,7,7,7,7,7,7,7,7
"43",7,7,7,7,7,7,7,7,7,7
"44",8,8,8,8,8,8,8,8,8,8
"45",8,8,8,8,8,8,8,8,8,8
"46",8,8,8,8,8,8,8,8,8,8
"47",7,7,7,7,7,7,7,7,7,7
"48",7,7,7,7,7,7,7,7,7,7
"49",7,7,7,7,7,7,7,7,7,7
"50",1,1,1,1,1,1,1,1,1,1
"51",1,1,1,1,1,1,1,1,1,1
"52",7,7,7,7,7,7,7,7,7,7
"53",8,8,8,8,8,8,8,8,8,8
"54",1,1,1,1,1,1,1,1,1,1
"55",5,5,14,5,14,14,14,5,14,5
"56",7,7,7,7,7,7,7,7,7,7
"57",7,7,7,7,7,7,7,7,7,7
"58",7,7,7,7,7,7,7,7,7,7
"59",7,7,7,7,7,7,7,7,7,7
"60",8,8,8,8,8,8,8,8,8,8
"61",2,2,2,2,2,2,2,2,2,2
"62",13,13,13,13,13,13,13,13,13,13
"63",7,7,7,7,7,7,7,7,7,7
"64",1,1,1,1,1,1,1,1,1,1
"65",7,7,7,7,7,7,7,7,7,7
"66",8,8,8,8,8,8,8,8,8,8
"67",7,7,7,7,7,7,7,7,7,7
"68",10,10,10,10,10,10,10,10,10,10
"69",7,7,7,7,7,7,7,7,7,7
"70",10,10,2,10,10,10,10,10,10,10
"71",7,7,7,7,7,7,7,7,7,7
"72",12,12,12,12,12,1,12,1,12,12
"73",13,13,13,13,13,13,13,13,13,13
"74",7,7,7,7,7,7,7,7,7,7
"75",10,10,10,10,10,10,10,10,10,10
"76",10,10,10,10,10,10,9,10,10,10
"77",8,8,8,8,8,8,8,8,8,8
"78",7,7,7,7,7,7,7,7,7,7
"79",12,12,12,12,12,12,12,12,12,12
"80",10,10,10,10,10,10,10,10,10,10
"81",10,10,10,10,10,10,10,10,10,10
"82",1,1,1,1,1,1,1,1,1,1
"83",7,7,7,7,7,7,7,7,7,7
"84",10,10,10,10,10,10,10,10,10,10
"85",12,12,12,12,12,12,12,12,12,12
"86",7,7,7,7,7,7,7,7,7,7
"87",7,7,7,7,7,7,7,7,7,7
"88",7,7,7,7,7,7,7,7,7,7
"89",7,7,7,7,7,7,7,7,7,7
"90",11,11,11,11,11,11,11,11,11,11
"91",12,12,12,12,12,12,12,12,12,12
"92",7,7,7,7,7,7,7,7,7,7
"93",7,7,7,7,7,7,7,7,7,7
"94",7,7,7,7,7,7,7,7,7,7
"95",7,7,7,7,7,7,7,7,7,7
"96",7,7,7,7,7,7,7,7,7,7
"97",7,7,7,7,7,7,7,7,7,7
"98",8,8,8,8,8,8,8,8,8,8
"99",13,13,13,13,13,13,13,13,13,13
"100",8,8,8,8,8,8,8,8,8,8
"101",1,1,1,1,1,1,1,1,1,1
"102",13,13,13,13,13,13,13,13,13,13
"103",10,10,10,10,10,10,10,10,10,10
"104",13,13,13,13,13,13,13,13,13,13
"105",7,7,7,7,7,7,7,7,7,7
"106",7,7,7,7,7,7,7,7,7,7
"107",7,7,7,7,7,7,7,7,7,7
"108",7,7,7,7,7,7,7,7,7,7
"109",13,13,13,13,13,13,13,13,13,10
"110",12,12,12,12,12,12,12,12,12,12
"111",10,10,10,10,10,10,10,10,10,10
"112",13,13,13,13,13,13,13,13,13,13
