"","BayesSpace_1","BayesSpace_2","BayesSpace_3","BayesSpace_4","BayesSpace_5","BayesSpace_6","BayesSpace_7","BayesSpace_8","BayesSpace_9","BayesSpace_10"
"1",1,1,1,1,1,1,1,1,1,1
"2",1,1,1,1,1,1,1,1,1,1
"3",1,1,1,1,1,1,1,1,1,1
"4",2,2,2,2,2,2,2,2,2,2
"5",1,1,1,1,1,1,1,1,1,1
"6",5,5,5,5,5,5,5,5,5,5
"7",2,2,2,2,2,2,2,2,2,2
"8",1,1,1,1,1,1,1,1,1,1
"9",1,1,1,1,1,1,1,1,1,1
"10",1,1,1,1,1,1,1,1,1,1
"11",1,1,1,1,1,1,1,1,1,1
"12",1,1,1,1,1,1,1,1,1,1
"13",1,1,1,1,1,1,1,1,1,1
"14",1,1,1,1,1,1,1,1,1,1
"15",1,1,1,1,1,1,1,1,1,1
"16",1,1,1,1,1,1,1,1,1,1
"17",1,1,1,1,1,1,1,1,1,1
"18",1,1,1,1,1,1,1,1,1,1
"19",6,6,6,6,6,6,6,6,6,6
"20",1,1,1,1,1,1,1,1,1,1
"21",1,1,1,1,1,1,1,1,1,1
"22",2,2,2,2,2,2,2,2,2,2
"23",7,7,7,7,7,7,7,7,7,7
"24",1,1,1,1,1,1,1,1,1,1
"25",2,2,2,2,2,2,2,2,2,2
"26",6,6,6,6,6,6,6,6,6,6
"27",1,1,1,1,1,1,1,1,1,1
"28",7,7,7,7,7,7,7,7,7,7
"29",1,1,1,1,1,1,1,1,1,1
"30",1,1,1,1,1,1,1,1,1,1
"31",1,1,1,1,1,1,1,1,1,1
"32",1,1,1,1,1,1,1,1,1,1
"33",7,7,7,7,7,7,7,7,7,7
"34",6,6,6,6,6,6,6,6,6,6
"35",1,1,1,1,1,1,1,1,1,1
"36",6,6,6,6,6,6,6,6,6,6
"37",9,9,9,9,9,9,9,9,9,9
"38",6,6,6,6,6,6,6,6,6,6
"39",1,1,1,1,1,1,1,1,1,1
"40",1,1,1,1,1,1,1,1,1,1
"41",1,1,1,1,1,1,1,1,1,1
"42",6,6,6,6,6,6,6,6,6,6
"43",6,6,6,6,6,6,6,6,6,6
"44",7,7,7,7,7,7,7,7,7,7
"45",7,7,7,7,7,7,7,7,7,7
"46",7,7,7,7,7,7,7,7,7,7
"47",6,6,6,6,6,6,6,6,6,6
"48",6,6,6,6,6,6,6,6,6,6
"49",6,6,6,6,6,6,6,6,6,6
"50",1,1,1,1,1,1,1,1,1,1
"51",1,1,1,1,1,1,1,1,1,1
"52",6,6,6,6,6,6,6,6,6,6
"53",7,7,7,7,7,7,7,7,7,7
"54",1,1,1,1,1,1,1,1,1,1
"55",9,12,9,9,9,9,9,9,9,9
"56",6,6,6,6,6,6,6,6,6,6
"57",6,6,6,6,6,6,6,6,6,6
"58",6,6,6,6,6,6,6,6,6,6
"59",6,6,6,6,6,6,6,6,6,6
"60",7,7,7,7,7,7,7,7,7,7
"61",2,2,2,2,2,2,2,2,2,2
"62",11,11,11,11,11,11,11,11,11,11
"63",6,6,6,6,6,6,6,6,6,6
"64",1,1,1,1,1,1,1,1,1,1
"65",6,6,6,6,6,6,6,6,6,6
"66",7,7,7,7,7,7,7,7,7,7
"67",6,6,6,6,6,6,6,6,1,6
"68",6,6,9,6,6,9,6,6,6,6
"69",6,6,6,6,6,6,6,6,6,6
"70",2,2,2,2,2,2,2,2,2,2
"71",6,6,6,6,6,6,6,6,6,6
"72",1,1,1,1,1,1,1,1,1,1
"73",11,11,11,11,11,11,11,11,11,11
"74",6,6,6,6,6,6,6,6,6,6
"75",9,9,9,9,9,9,9,9,9,9
"76",9,9,9,9,9,9,9,9,9,9
"77",7,7,7,7,7,7,7,7,7,7
"78",6,6,6,6,6,6,6,6,6,6
"79",8,8,8,8,8,8,8,8,8,8
"80",9,9,9,9,9,9,9,9,9,9
"81",9,9,9,9,9,9,9,9,9,9
"82",1,1,1,1,1,1,1,1,1,1
"83",6,6,6,6,6,6,6,6,6,6
"84",9,9,9,9,9,9,9,9,9,9
"85",8,8,8,8,8,8,8,8,8,8
"86",6,6,6,6,6,6,6,6,6,6
"87",6,6,6,6,6,6,6,6,6,6
"88",6,6,6,6,6,6,6,6,6,6
"89",6,6,6,6,6,6,6,6,6,6
"90",10,10,10,10,10,10,10,10,10,10
"91",8,8,8,8,8,8,8,8,8,8
"92",6,6,6,6,6,6,6,6,6,6
"93",6,6,6,6,6,6,6,6,6,6
"94",6,6,6,6,6,6,6,6,6,6
"95",6,6,6,6,6,6,6,6,6,6
"96",6,6,6,6,6,6,6,6,6,6
"97",6,6,6,6,6,6,6,6,6,6
"98",7,7,7,7,7,7,7,7,7,7
"99",11,11,11,11,11,11,11,11,11,11
"100",7,7,7,7,7,7,7,7,7,7
"101",1,1,1,1,1,1,1,1,1,1
"102",11,11,11,11,11,11,11,11,11,11
"103",9,9,9,9,9,9,9,9,9,9
"104",11,11,11,11,11,11,11,11,11,11
"105",6,6,6,6,6,6,6,6,6,6
"106",6,6,6,6,6,6,6,6,6,6
"107",6,6,6,6,6,6,6,6,6,6
"108",6,6,6,6,6,6,6,6,6,6
"109",3,3,3,3,3,3,3,11,3,3
"110",8,8,8,8,8,8,8,8,8,8
"111",9,9,9,9,9,9,9,9,9,9
"112",11,11,11,11,11,11,11,11,11,11
