"","BayesSpace_1","BayesSpace_2","BayesSpace_3","BayesSpace_4","BayesSpace_5","BayesSpace_6","BayesSpace_7","BayesSpace_8","BayesSpace_9","BayesSpace_10"
"1",1,1,1,1,1,1,1,1,1,1
"2",1,1,1,1,1,1,1,1,1,1
"3",1,1,1,1,1,1,1,1,1,1
"4",2,2,2,2,2,2,2,2,2,2
"5",1,1,1,1,1,1,1,1,1,1
"6",6,1,6,6,1,1,6,1,1,1
"7",2,2,2,2,2,2,2,2,2,2
"8",1,1,1,1,1,1,1,1,1,1
"9",1,1,1,1,1,1,1,1,1,1
"10",1,1,1,1,1,1,1,1,1,1
"11",1,1,1,1,1,1,1,1,1,1
"12",1,1,1,1,1,1,1,1,1,1
"13",1,1,1,1,1,1,1,1,1,1
"14",1,1,1,1,1,1,1,1,1,1
"15",1,9,1,1,5,9,9,9,1,9
"16",1,1,1,1,1,1,1,1,1,1
"17",1,1,1,1,1,1,1,1,1,1
"18",1,1,1,1,1,1,1,1,1,1
"19",7,7,7,7,7,7,7,7,7,7
"20",1,1,1,1,1,1,1,1,1,1
"21",1,1,1,1,1,1,1,1,1,1
"22",2,2,2,2,2,2,2,2,2,2
"23",11,11,11,4,4,4,11,11,11,4
"24",1,1,1,1,1,1,1,1,1,1
"25",2,2,2,2,2,2,2,2,2,2
"26",7,7,7,7,7,7,7,7,7,7
"27",1,1,1,1,1,1,1,1,1,1
"28",8,8,8,8,8,8,8,8,8,8
"29",1,1,1,1,1,1,1,1,1,1
"30",1,1,1,1,1,1,1,1,1,1
"31",1,1,1,1,1,1,1,1,1,1
"32",1,1,1,1,1,1,1,1,1,1
"33",8,8,8,8,8,8,8,8,8,8
"34",7,7,7,7,7,7,7,7,7,7
"35",1,1,1,1,1,1,1,1,1,1
"36",7,7,7,7,7,7,7,7,7,7
"37",12,12,12,9,12,9,9,12,12,9
"38",7,7,7,7,7,7,7,7,7,7
"39",1,1,1,1,1,1,1,1,1,1
"40",1,1,1,1,1,1,1,1,1,1
"41",1,1,1,1,1,1,1,1,1,1
"42",7,7,7,7,7,7,7,7,7,7
"43",7,7,7,7,7,7,7,7,7,7
"44",8,8,8,8,8,8,8,8,8,8
"45",8,8,8,8,8,8,8,8,8,8
"46",8,8,8,8,8,8,8,8,8,8
"47",7,7,7,7,7,7,7,7,7,7
"48",7,7,7,7,7,7,7,7,7,7
"49",7,7,7,7,7,7,7,7,7,7
"50",1,9,1,1,5,9,9,9,9,9
"51",1,1,1,1,1,1,1,1,1,1
"52",7,7,7,7,7,7,7,7,7,7
"53",8,8,8,8,8,8,8,8,8,8
"54",1,1,1,1,1,1,1,1,1,1
"55",12,9,9,9,5,9,9,9,9,9
"56",7,7,7,7,7,7,7,7,7,7
"57",7,7,7,7,7,7,7,7,7,7
"58",7,7,7,7,7,7,7,7,7,7
"59",7,7,7,7,7,7,7,7,7,7
"60",8,8,8,8,8,8,8,8,8,8
"61",2,2,2,2,2,2,2,2,2,2
"62",11,11,11,11,11,11,11,11,11,11
"63",7,7,7,7,7,7,7,7,7,7
"64",1,1,1,1,1,1,1,1,1,1
"65",7,7,7,7,7,7,7,7,7,7
"66",8,8,8,8,8,8,8,8,8,8
"67",7,7,7,7,7,7,7,7,7,7
"68",12,12,12,12,12,12,12,12,12,12
"69",7,7,7,7,7,7,7,7,7,7
"70",12,12,12,12,12,12,12,12,12,12
"71",7,7,7,7,7,7,7,7,7,7
"72",1,1,1,1,1,1,1,1,1,1
"73",4,11,11,11,11,11,11,11,4,11
"74",9,7,9,9,7,7,7,7,7,7
"75",12,12,12,12,12,12,12,12,12,12
"76",14,9,12,14,5,9,9,9,9,9
"77",8,8,8,8,8,8,8,8,8,8
"78",11,7,9,9,7,7,7,7,11,7
"79",10,10,10,10,10,10,10,10,10,10
"80",12,9,12,9,5,9,9,9,9,9
"81",12,12,12,12,12,12,12,12,12,12
"82",1,1,1,1,1,1,1,1,1,1
"83",7,7,7,7,7,7,7,7,7,7
"84",12,12,12,9,12,12,12,12,12,12
"85",10,10,10,10,10,10,10,10,10,10
"86",7,7,7,7,7,7,7,7,7,7
"87",7,7,7,7,7,7,7,7,7,7
"88",7,7,7,7,7,7,7,7,7,7
"89",7,7,7,7,7,7,7,7,7,7
"90",13,13,13,13,13,13,13,13,13,13
"91",10,10,10,10,10,10,10,10,10,10
"92",7,7,7,7,7,7,7,7,7,7
"93",7,7,7,7,7,7,7,7,7,7
"94",7,7,7,7,7,7,7,7,7,7
"95",7,7,7,7,7,7,7,7,7,7
"96",9,7,9,9,7,7,7,7,7,7
"97",7,7,7,7,7,7,7,7,7,7
"98",8,8,8,8,8,8,8,8,8,8
"99",11,11,11,11,11,11,11,11,11,11
"100",8,8,8,8,8,8,8,8,8,8
"101",1,1,1,1,1,9,9,1,7,1
"102",11,11,11,11,11,11,11,11,11,11
"103",12,12,12,9,12,12,12,12,12,12
"104",11,11,11,11,11,11,11,11,11,11
"105",7,7,7,7,7,7,7,7,7,7
"106",7,7,7,7,7,7,7,7,7,7
"107",7,7,7,7,7,7,7,7,7,7
"108",7,7,7,7,7,7,7,7,7,7
"109",11,11,11,11,11,11,11,11,11,11
"110",10,10,10,10,10,10,10,10,10,10
"111",12,12,12,12,12,12,12,12,12,12
"112",11,11,11,11,11,11,11,11,11,11
