"","BayesSpace_1","BayesSpace_2","BayesSpace_3","BayesSpace_4","BayesSpace_5","BayesSpace_6","BayesSpace_7","BayesSpace_8","BayesSpace_9","BayesSpace_10"
"1",1,1,1,1,1,1,1,1,1,1
"2",5,4,5,5,5,5,5,5,5,5
"3",3,3,3,3,3,3,3,3,3,3
"4",5,4,5,5,5,5,5,5,5,5
"5",5,4,5,5,5,5,5,5,5,5
"6",3,3,3,3,3,3,3,3,3,3
"7",3,3,3,3,3,3,3,3,3,3
"8",5,4,5,5,5,5,5,5,5,5
"9",3,3,3,3,3,3,3,3,3,3
"10",3,3,3,3,3,3,3,3,3,3
"11",3,3,3,3,3,3,3,3,3,3
"12",3,3,3,3,3,3,3,3,3,3
"13",3,3,3,3,3,3,3,3,3,3
"14",3,3,3,3,3,3,3,3,3,3
"15",3,3,3,3,3,3,3,3,3,3
"16",3,3,3,3,3,3,3,3,3,3
"17",5,4,5,5,5,5,5,5,5,5
"18",3,3,3,3,3,3,3,3,3,3
"19",3,3,3,3,3,3,3,3,3,3
"20",4,2,4,4,4,4,4,4,4,2
"21",3,3,3,3,3,3,3,3,3,3
"22",3,3,3,3,3,3,3,3,3,3
"23",3,3,3,3,3,3,3,3,3,3
"24",3,3,3,3,3,3,3,3,3,3
"25",1,1,1,1,1,1,1,1,1,1
"26",3,3,3,3,3,3,3,3,3,3
"27",3,3,3,3,3,3,3,3,3,3
"28",3,3,3,3,3,3,3,3,3,3
"29",1,1,1,1,1,1,1,1,1,1
"30",5,4,5,5,5,5,5,5,5,5
"31",5,4,5,5,5,5,5,5,5,5
"32",5,4,5,5,5,5,5,5,5,5
"33",3,3,3,3,3,3,3,3,3,3
"34",3,3,3,3,3,3,3,3,3,3
"35",3,3,3,3,3,3,3,3,3,3
"36",3,3,3,3,3,3,3,3,3,3
"37",3,3,3,3,3,3,3,3,3,3
"38",4,2,4,4,4,4,4,4,4,4
"39",3,3,3,3,3,3,3,3,3,3
"40",5,4,5,5,5,5,5,5,5,5
"41",1,1,1,1,1,1,1,1,1,1
"42",1,1,1,1,1,1,1,1,1,1
"43",1,1,1,1,1,1,1,1,1,1
"44",1,1,1,1,1,1,1,1,1,1
"45",1,1,1,1,1,1,1,1,1,1
"46",3,3,3,3,3,3,3,3,3,3
"47",5,4,5,5,5,5,5,5,5,5
"48",3,3,3,3,3,3,3,3,3,3
"49",3,3,3,3,3,3,3,3,3,3
"50",3,3,3,3,3,3,3,3,3,3
"51",1,1,1,1,1,1,1,1,1,1
"52",4,2,4,4,4,4,4,4,4,4
"53",3,3,3,3,3,3,3,3,3,3
"54",5,4,5,5,5,5,5,5,5,5
"55",1,1,1,1,1,1,1,1,1,1
"56",1,1,1,1,1,1,1,1,1,1
"57",3,3,3,3,3,3,3,3,3,3
"58",5,4,5,5,5,5,5,5,5,5
"59",5,4,5,5,5,5,5,5,5,5
"60",1,1,1,1,1,1,1,1,1,1
"61",5,4,5,5,5,5,5,5,5,5
"62",4,2,4,4,4,4,4,4,4,4
"63",5,4,5,5,5,5,5,5,5,5
"64",3,3,3,3,3,3,3,3,3,3
"65",5,4,5,5,5,5,5,5,5,5
"66",1,1,1,1,1,1,1,1,1,1
"67",3,3,3,3,3,3,3,3,3,3
"68",4,2,4,4,4,4,4,4,4,4
"69",5,4,5,5,5,5,5,5,5,5
"70",5,4,5,5,5,5,5,5,5,5
"71",9,9,9,9,9,9,9,9,9,9
"72",1,1,1,1,1,1,1,1,1,1
"73",5,4,5,5,5,5,5,5,5,5
"74",10,10,10,10,10,10,10,10,10,10
"75",5,4,5,5,5,5,5,5,5,5
"76",9,9,9,9,9,9,9,9,9,9
"77",4,2,4,4,4,4,4,4,4,4
"78",5,4,5,5,5,5,5,5,5,5
"79",4,2,4,4,4,4,4,4,4,4
"80",1,1,1,1,1,1,1,1,1,1
"81",1,1,1,1,1,1,1,1,1,1
"82",10,10,10,10,10,10,10,10,10,10
"83",11,11,11,11,11,11,11,11,11,11
"84",11,11,11,11,11,11,11,11,11,11
"85",10,10,10,10,10,10,10,10,10,10
"86",1,1,1,1,1,1,1,1,1,1
"87",13,13,13,13,13,13,13,13,13,13
"88",1,1,1,1,1,1,1,1,1,1
"89",1,1,1,1,1,1,1,1,1,1
"90",5,4,5,5,5,5,5,5,5,5
"91",11,11,11,11,11,11,11,11,11,11
"92",11,11,11,11,11,11,11,11,11,11
"93",4,2,4,4,4,4,4,4,4,4
"94",5,4,5,5,5,5,5,5,5,5
"95",1,1,1,1,1,1,1,1,1,1
"96",5,4,5,5,5,5,5,5,5,5
"97",7,7,7,7,7,7,7,7,7,7
"98",5,4,5,5,5,5,5,5,5,5
"99",1,1,1,1,1,1,1,1,1,1
"100",12,12,12,12,7,12,7,7,7,12
"101",7,11,7,7,11,7,11,11,11,11
