"","BayesSpace_1","BayesSpace_2","BayesSpace_3","BayesSpace_4","BayesSpace_5","BayesSpace_6","BayesSpace_7","BayesSpace_8","BayesSpace_9","BayesSpace_10"
"1",6,6,6,6,6,6,6,6,6,6
"2",2,9,9,9,2,9,9,9,9,9
"3",3,6,6,6,3,6,6,6,6,6
"4",6,6,6,6,6,6,6,6,6,6
"5",4,4,4,4,4,4,4,4,4,4
"6",5,5,5,5,5,5,5,5,5,5
"7",2,6,6,6,2,6,6,6,6,6
"8",5,5,5,5,5,5,5,5,5,5
"9",4,4,4,4,4,4,4,4,4,4
"10",5,5,5,5,5,5,5,5,5,5
"11",3,6,6,6,3,6,6,6,6,6
"12",5,5,5,5,5,5,5,5,5,5
"13",6,6,6,6,6,6,6,6,6,6
"14",4,3,3,3,4,3,3,3,3,3
"15",3,3,3,3,3,3,3,3,3,3
"16",4,4,3,4,4,4,4,4,4,4
"17",6,6,6,6,6,6,6,6,6,6
"18",3,3,3,3,3,3,3,3,3,3
"19",4,4,4,4,4,4,4,4,4,4
"20",4,4,4,4,4,4,4,4,4,4
"21",4,3,3,3,4,3,3,3,3,3
"22",6,6,6,6,6,6,6,6,6,6
"23",5,5,5,5,5,5,5,5,5,5
"24",5,5,5,5,5,5,5,5,5,5
"25",6,6,6,6,6,6,6,6,6,6
"26",3,6,6,6,3,6,6,6,6,6
"27",6,6,6,6,6,6,6,6,6,6
"28",3,3,3,3,3,3,3,3,3,3
"29",5,5,5,5,5,5,5,5,5,5
"30",5,5,5,5,5,5,5,5,5,5
"31",6,6,6,6,6,6,6,6,6,6
"32",6,6,6,6,6,6,6,6,6,6
"33",6,6,6,6,6,6,6,6,6,6
"34",8,8,8,8,8,8,8,8,8,8
"35",8,8,8,8,8,8,8,8,8,8
"36",3,3,3,3,3,3,3,3,3,3
"37",3,10,10,3,3,10,10,10,10,10
"38",6,6,6,6,6,6,6,6,6,6
"39",4,4,4,4,4,4,4,4,4,4
"40",3,3,3,3,3,3,3,3,3,3
"41",8,8,8,8,8,8,8,8,8,8
"42",3,3,3,3,3,3,3,3,3,3
"43",8,8,8,8,8,8,8,8,8,8
"44",8,8,8,8,8,8,8,8,8,8
"45",3,3,3,3,3,3,3,3,3,3
"46",3,6,6,6,3,6,6,6,6,6
"47",3,3,3,3,3,3,3,3,3,3
"48",4,4,4,4,4,4,4,4,4,4
"49",5,5,5,5,5,5,5,5,5,5
"50",8,8,8,8,8,8,8,8,8,8
"51",4,3,3,3,4,3,3,3,3,3
"52",9,9,9,9,9,9,9,9,9,9
"53",3,8,8,3,3,8,8,3,8,8
"54",6,6,6,6,6,6,6,6,6,6
"55",4,4,4,4,4,4,4,4,4,4
"56",4,4,4,4,4,4,4,4,4,4
"57",2,6,6,6,2,6,6,6,6,6
"58",4,4,4,4,4,4,4,4,4,4
