sample	seed	ari_value
20180417_BZ5_control	0	0.34241217152102654
20180417_BZ5_control	1	0.35747232183295846
20180417_BZ5_control	2	0.3471962163068758
20180417_BZ5_control	3	0.35212011252372905
20180417_BZ5_control	4	0.34757859634287697
20180417_BZ5_control	5	0.3612333359323399
20180417_BZ5_control	6	0.383810920957206
20180417_BZ5_control	7	0.3713429291824532
20180417_BZ5_control	8	0.35617099014967235
20180417_BZ5_control	9	0.3472953565021612
20180419_BZ9_control	0	0.32641548052680885
20180419_BZ9_control	1	0.34820193868612215
20180419_BZ9_control	2	0.3518781093584114
20180419_BZ9_control	3	0.3941347303670654
20180419_BZ9_control	4	0.34788796324531907
20180419_BZ9_control	5	0.35095675563672707
20180419_BZ9_control	6	0.36207205259158104
20180419_BZ9_control	7	0.341411956271029
20180419_BZ9_control	8	0.343778212862356
20180419_BZ9_control	9	0.3661064301422032
20180424_BZ14_control	0	0.38566920442909636
20180424_BZ14_control	1	0.4327792068041781
20180424_BZ14_control	2	0.3901066586648936
20180424_BZ14_control	3	0.38501180840367877
20180424_BZ14_control	4	0.398090566093435
20180424_BZ14_control	5	0.37433945013110675
20180424_BZ14_control	6	0.4059723510213935
20180424_BZ14_control	7	0.41724656461635734
20180424_BZ14_control	8	0.3684111799181791
20180424_BZ14_control	9	0.38549278178843455
