sample	seed	ari_value
20180417_BZ5_control	0	0.3148295801784421
20180417_BZ5_control	1	0.3100892824370055
20180417_BZ5_control	2	0.3494860154802566
20180417_BZ5_control	3	0.3133490366588326
20180417_BZ5_control	4	0.3127645586331599
20180417_BZ5_control	5	0.3549488543657527
20180417_BZ5_control	6	0.37239680735874076
20180417_BZ5_control	7	0.3149273054998512
20180417_BZ5_control	8	0.3192659778388973
20180417_BZ5_control	9	0.3640825269634185
20180419_BZ9_control	0	0.33641029626201924
20180419_BZ9_control	1	0.3738362177346987
20180419_BZ9_control	2	0.39546771626339444
20180419_BZ9_control	3	0.3384390753863252
20180419_BZ9_control	4	0.3898120082172982
20180419_BZ9_control	5	0.3697681415072263
20180419_BZ9_control	6	0.38294675133683853
20180419_BZ9_control	7	0.36665308384276235
20180419_BZ9_control	8	0.39780246505126704
20180419_BZ9_control	9	0.31691622838570577
20180424_BZ14_control	0	0.4275096285932888
20180424_BZ14_control	1	0.26329759616253257
20180424_BZ14_control	2	0.39212113641949453
20180424_BZ14_control	3	0.3195569965896164
20180424_BZ14_control	4	0.37857058001720467
20180424_BZ14_control	5	0.36285310238151075
20180424_BZ14_control	6	0.3671901251144483
20180424_BZ14_control	7	0.2924516499839453
20180424_BZ14_control	8	0.41580180438186276
20180424_BZ14_control	9	0.3744467922314554
