,20180424_BZ14_control_0,20180424_BZ14_control_1,20180424_BZ14_control_2,20180424_BZ14_control_3,20180424_BZ14_control_4,20180424_BZ14_control_5,20180424_BZ14_control_6,20180424_BZ14_control_7,20180424_BZ14_control_8,20180424_BZ14_control_9
0,10,2,6,8,7,0,8,1,5,9
1,13,2,4,8,7,0,8,2,5,9
2,10,2,4,8,7,0,8,1,5,9
3,10,2,4,8,7,0,8,1,5,9
4,10,2,4,8,7,0,8,1,5,9
5,10,2,4,8,7,0,8,1,5,9
6,10,2,4,8,7,0,8,1,5,9
7,10,2,6,8,7,0,8,1,5,9
8,13,15,5,3,7,6,2,2,9,2
9,10,2,4,8,7,0,8,1,5,9
10,10,2,4,8,7,0,8,1,5,9
11,10,2,4,8,7,0,8,1,5,9
12,10,2,4,8,7,0,8,1,5,9
13,13,2,4,8,7,0,12,1,5,10
14,11,2,4,8,7,0,8,1,5,10
15,10,2,4,8,7,0,8,1,5,10
16,10,2,4,8,7,0,8,1,5,10
17,10,2,4,8,7,0,8,1,5,9
18,3,4,1,2,10,1,0,0,2,3
19,10,2,4,8,7,0,8,1,5,9
20,10,2,4,8,7,0,8,1,5,9
21,10,2,4,8,7,0,8,1,5,9
22,7,2,3,8,14,0,7,1,5,9
23,10,2,4,8,7,0,8,1,5,9
24,10,2,4,8,7,0,8,1,5,9
25,3,4,1,2,10,1,0,0,2,3
26,10,2,4,8,7,0,8,1,5,9
27,7,10,8,8,11,11,7,1,11,9
28,10,2,4,8,7,0,8,1,5,9
29,10,2,4,8,7,0,8,1,5,9
30,10,2,4,8,7,0,8,1,5,9
31,3,2,1,8,14,1,0,1,2,3
32,7,2,8,8,7,11,7,1,5,9
33,3,4,1,2,10,1,0,1,2,3
34,10,2,4,8,7,0,8,1,5,9
35,3,4,1,2,10,1,0,0,2,3
36,3,7,1,3,10,1,2,4,2,3
37,3,4,1,2,10,1,0,0,2,3
38,3,4,1,2,13,1,0,4,2,5
39,10,2,4,8,7,0,8,1,5,9
40,7,2,4,8,7,0,7,1,11,9
41,3,4,1,2,10,1,0,0,2,3
42,3,4,1,2,10,1,0,0,2,3
43,7,10,8,8,4,11,7,1,11,9
44,7,2,4,8,14,0,7,1,2,9
45,7,2,8,8,7,0,7,1,11,9
46,3,4,1,2,10,1,0,0,2,3
47,3,4,1,2,10,1,0,0,2,3
48,3,4,1,2,10,1,0,0,2,3
49,6,2,6,12,2,0,12,1,3,10
50,10,2,4,2,12,0,8,1,5,9
51,3,4,1,2,10,1,0,0,2,3
52,3,4,1,8,10,11,7,1,11,9
53,10,2,4,8,7,0,8,1,5,9
54,3,2,4,8,13,0,0,0,2,9
55,3,4,1,2,10,1,0,0,2,3
56,3,4,1,2,10,1,0,0,2,3
57,3,4,1,2,10,1,0,0,2,3
58,3,4,1,2,10,1,0,0,2,3
59,7,10,8,8,4,11,7,1,11,9
60,3,4,1,2,10,1,0,0,2,3
61,3,4,1,2,14,1,0,0,2,3
62,3,4,1,2,10,1,0,0,2,3
63,3,2,4,8,13,0,8,1,5,9
64,3,4,1,2,10,1,0,0,2,3
65,3,2,8,8,13,0,7,4,11,9
66,3,4,1,2,10,1,0,0,2,3
67,13,7,1,2,3,1,0,0,2,3
68,3,4,1,2,10,1,0,0,2,3
69,3,4,1,2,10,1,0,0,2,3
70,3,4,1,2,10,1,0,0,2,3
71,3,2,1,8,7,0,8,1,5,9
72,3,3,1,2,14,1,0,4,2,3
73,3,4,1,2,14,1,0,4,2,3
74,3,4,1,2,10,1,0,0,2,3
75,13,7,4,3,12,10,2,2,15,10
76,13,2,8,6,7,11,7,4,11,14
77,13,4,1,2,10,1,0,0,2,3
78,3,7,1,3,3,1,12,4,2,3
79,13,4,4,2,13,1,0,4,2,3
80,3,4,1,2,10,1,0,2,2,3
81,13,2,4,8,7,0,0,1,5,9
82,3,4,1,2,10,1,0,0,2,3
83,13,4,1,3,13,6,12,0,2,5
84,3,7,1,2,10,1,0,4,2,3
85,3,4,1,2,10,1,0,0,2,3
86,3,4,1,2,10,1,0,0,2,3
87,3,7,1,2,10,1,0,0,2,3
88,7,4,8,6,14,16,7,1,11,10
89,10,2,6,8,7,10,8,16,5,10
90,3,7,1,10,10,1,0,4,2,8
91,3,7,1,2,10,1,0,0,2,3
92,3,4,1,2,10,1,0,0,2,3
