,20180417_BZ5_control_0,20180417_BZ5_control_1,20180417_BZ5_control_2,20180417_BZ5_control_3,20180417_BZ5_control_4,20180417_BZ5_control_5,20180417_BZ5_control_6,20180417_BZ5_control_7,20180417_BZ5_control_8,20180417_BZ5_control_9
0,7,8,11,0,0,0,5,2,15,6
1,2,0,11,0,0,0,4,2,0,2
2,7,8,11,0,0,0,5,11,0,6
3,7,8,11,0,0,0,5,2,0,6
4,7,8,11,0,0,0,5,2,0,6
5,14,8,10,11,12,10,5,11,14,6
6,7,8,8,0,0,0,5,2,0,6
7,7,8,11,0,12,10,5,11,0,6
8,14,8,10,11,12,0,5,11,14,6
9,7,0,11,0,0,0,4,2,0,6
10,7,8,11,0,0,0,5,2,15,6
11,14,8,10,11,12,10,5,11,14,6
12,7,8,8,0,0,0,5,2,0,6
13,14,8,10,11,12,10,5,11,14,6
14,14,8,10,11,12,10,5,11,14,6
15,7,8,11,0,0,0,5,11,0,6
16,7,8,11,0,0,0,5,2,0,6
17,14,8,10,11,12,10,5,11,14,6
18,14,8,10,11,12,10,5,11,14,6
19,8,0,5,13,14,12,4,0,0,2
20,14,8,10,11,12,0,5,11,14,6
21,14,8,10,11,12,10,5,11,14,6
22,14,8,10,11,12,10,5,11,14,6
23,14,8,10,11,12,10,5,11,14,6
24,7,8,11,0,0,0,5,2,0,6
25,7,8,10,11,12,0,5,11,15,6
26,14,8,10,11,12,10,5,11,14,6
27,14,8,10,11,12,10,5,11,14,6
28,14,8,10,11,12,10,5,11,14,6
29,7,0,11,0,0,0,4,2,0,2
30,7,0,11,0,0,0,5,2,0,6
31,14,8,10,11,12,10,5,11,14,6
32,7,8,11,0,0,0,5,2,0,6
33,14,8,10,11,12,10,5,11,14,6
34,14,8,10,11,12,10,5,11,14,6
35,14,8,10,11,12,10,5,11,14,6
36,14,8,10,11,12,10,5,11,14,6
37,7,0,11,0,0,0,5,2,0,6
38,14,8,10,11,12,10,5,11,14,6
39,14,8,10,11,12,10,5,11,14,6
40,7,8,11,0,0,0,5,2,15,6
41,14,8,10,11,12,10,5,11,14,6
42,14,8,10,11,12,10,5,11,14,6
43,14,8,10,11,12,10,5,11,14,6
44,14,8,10,11,12,10,5,11,14,6
45,14,8,10,11,12,10,5,11,14,6
46,14,8,10,11,12,10,5,11,14,6
47,7,8,11,0,0,0,5,2,0,6
48,14,8,10,11,12,10,5,11,14,6
49,14,8,10,11,12,10,5,11,14,6
50,14,8,10,11,12,10,5,11,14,6
51,7,0,11,0,0,0,5,2,0,6
52,14,8,10,11,12,10,5,11,14,6
53,14,8,10,11,12,10,5,11,14,6
54,7,8,11,0,0,0,5,2,15,6
55,14,8,10,11,12,10,5,11,14,6
56,14,8,10,11,12,10,5,11,14,6
57,7,8,11,0,0,0,5,2,0,6
58,7,0,11,0,0,0,5,2,0,6
59,14,8,10,11,12,10,5,11,14,6
60,7,0,11,0,0,0,4,2,0,6
61,2,0,11,13,0,0,4,2,0,2
62,7,0,11,0,0,0,5,2,0,6
63,7,8,11,0,12,0,5,11,0,6
64,7,0,11,0,0,0,4,2,0,2
65,2,0,11,0,0,0,4,2,15,2
66,7,8,11,0,0,0,5,2,0,6
67,2,0,11,0,0,0,4,2,0,2
68,2,0,11,0,0,0,4,2,0,2
69,7,0,11,0,0,0,4,2,0,6
70,2,0,9,12,8,0,4,2,9,2
71,7,0,11,0,0,0,4,2,0,2
72,2,0,11,0,0,0,12,2,0,2
73,0,12,13,8,14,7,12,10,0,13
74,7,0,11,0,0,0,5,2,0,2
75,2,0,11,12,8,0,4,2,9,6
76,7,0,11,0,0,0,5,2,0,2
77,7,0,11,0,0,0,5,2,15,6
78,0,12,13,8,14,7,12,10,0,13
79,7,0,13,0,0,0,5,10,15,6
80,7,12,13,0,0,7,12,10,15,13
81,0,12,13,8,14,7,12,10,15,13
82,3,5,6,5,4,6,10,7,3,3
83,3,5,6,5,4,6,10,7,3,3
84,7,8,11,0,12,10,5,11,15,6
85,7,8,11,0,12,0,5,11,15,6
86,8,5,6,0,0,0,4,2,3,2
87,7,8,11,0,0,0,5,2,15,6
88,7,8,11,0,0,0,5,2,15,6
