,20180419_BZ9_control_0,20180419_BZ9_control_1,20180419_BZ9_control_2,20180419_BZ9_control_3,20180419_BZ9_control_4,20180419_BZ9_control_5,20180419_BZ9_control_6,20180419_BZ9_control_7,20180419_BZ9_control_8,20180419_BZ9_control_9
0,3,2,1,5,1,4,2,4,4,2
1,3,2,1,5,1,8,2,4,4,8
2,3,2,1,5,1,4,2,4,4,2
3,3,2,1,5,1,4,2,4,4,2
4,6,5,5,4,7,7,7,6,5,5
5,5,3,4,6,6,3,5,8,3,9
6,3,2,1,5,1,4,2,4,4,2
7,5,3,4,6,6,3,5,8,3,9
8,6,5,5,4,7,7,7,6,5,5
9,5,3,4,6,6,3,5,8,3,9
10,3,2,1,5,1,4,2,4,4,2
11,5,3,4,6,6,3,5,8,3,9
12,3,2,1,5,1,4,2,4,4,2
13,6,5,5,4,7,7,7,6,5,5
14,3,2,1,5,1,4,2,4,4,2
15,6,5,5,4,7,7,7,6,5,5
16,5,2,4,5,6,4,5,8,3,9
17,3,2,1,5,1,4,2,4,4,2
18,6,5,5,4,7,7,7,6,5,5
19,6,5,5,4,7,7,7,6,5,5
20,6,5,5,4,7,7,7,6,5,5
21,3,2,1,5,1,4,2,4,4,2
22,5,3,4,6,6,3,5,8,4,9
23,5,3,4,6,6,3,5,8,3,9
24,3,2,1,5,1,4,2,4,4,2
25,3,2,1,5,1,4,2,4,4,2
26,3,2,1,5,1,4,2,4,4,2
27,3,2,1,5,1,4,2,4,4,2
28,5,3,4,6,6,3,5,8,3,9
29,5,3,4,6,6,3,5,8,3,9
30,3,2,1,5,1,4,2,4,4,2
31,3,2,1,5,1,4,2,4,4,2
32,3,2,1,5,1,4,2,4,4,2
33,3,2,1,5,1,4,2,4,4,2
34,3,2,1,5,1,4,2,4,4,2
35,3,2,1,5,7,4,2,4,4,2
36,3,2,1,5,1,4,2,4,4,2
37,3,2,1,5,1,4,2,4,4,2
38,6,5,5,4,7,7,7,6,5,2
39,3,2,1,5,7,4,2,4,4,2
40,3,2,1,5,1,4,2,4,4,2
41,3,2,1,5,1,4,2,4,4,2
42,3,2,1,5,1,4,2,4,4,2
43,3,2,1,5,1,4,2,4,4,2
44,6,2,1,5,1,4,2,4,4,2
45,3,2,1,5,1,4,2,4,4,2
46,6,5,5,4,7,7,7,6,5,5
47,6,5,5,4,7,7,7,6,5,5
48,5,2,4,6,1,4,5,4,5,9
49,3,2,1,5,1,4,2,4,4,2
50,6,5,5,4,7,7,7,6,5,5
51,9,8,1,10,4,8,2,9,7,8
52,3,2,1,5,1,4,2,4,4,2
53,3,2,1,5,1,4,2,4,4,2
54,6,5,5,4,7,7,7,6,5,5
55,6,5,5,4,7,7,7,6,5,5
56,3,2,1,5,1,4,2,4,4,2
57,6,5,5,4,7,7,7,6,5,5
58,6,5,5,4,7,7,7,6,5,5
59,6,5,5,4,7,7,7,6,5,5
60,6,5,5,4,7,7,7,6,5,5
61,6,5,5,4,7,7,7,6,5,5
62,6,5,5,4,7,7,7,6,5,5
63,3,2,1,5,1,4,2,4,4,2
64,3,2,1,11,1,4,2,4,4,11
65,3,2,1,5,1,4,2,4,4,2
66,6,5,5,4,7,7,7,6,5,5
67,6,5,5,4,7,7,7,6,5,5
68,5,3,4,6,6,3,5,8,3,9
69,5,1,1,6,1,4,2,4,3,2
70,6,5,5,4,7,7,7,6,5,5
71,3,2,1,5,1,4,2,4,4,2
72,5,3,4,6,6,3,5,8,3,9
73,6,5,5,4,1,8,7,6,7,5
74,6,5,5,4,7,7,7,6,5,5
75,2,4,2,3,3,1,11,2,1,3
76,3,2,1,5,1,4,2,4,4,2
77,9,8,8,10,4,8,8,9,7,8
78,3,2,1,5,1,7,2,4,4,2
79,2,9,2,2,3,1,11,2,1,3
80,5,3,4,6,6,3,5,8,3,9
81,8,10,3,9,9,9,9,0,10,6
82,3,2,1,5,1,4,2,4,4,2
83,8,9,11,8,5,5,11,7,10,7
84,8,2,11,7,10,4,1,0,2,6
85,8,2,11,7,10,4,1,4,4,6
86,3,2,1,5,1,4,2,4,4,2
87,2,9,2,2,3,1,11,2,1,3
88,5,3,4,6,6,3,5,8,3,9
89,6,5,5,4,1,7,7,6,5,2
90,1,6,3,9,9,9,9,0,10,6
91,1,6,3,9,9,9,9,0,10,6
92,3,2,1,5,1,4,2,4,4,2
93,8,9,3,9,9,9,9,0,10,7
94,5,3,4,6,6,3,5,8,3,9
95,2,9,2,2,3,1,11,2,1,3
96,1,6,3,9,9,9,9,0,10,6
97,1,6,3,9,9,9,9,0,10,6
98,10,6,11,7,9,9,11,0,2,6
99,2,9,2,2,3,1,11,2,1,3
100,5,3,4,6,6,3,5,8,3,9
101,1,6,3,9,9,9,9,0,10,6
102,1,6,3,7,9,9,9,0,10,6
103,10,2,1,7,10,9,11,4,2,2
104,10,6,3,7,2,9,9,0,10,1
105,5,3,4,6,6,3,5,8,3,9
106,1,6,3,9,9,9,11,0,1,6
107,1,6,3,9,9,9,9,0,10,6
