sample	seed	ari_value
20180417_BZ5_control	0	0.2788541925464433
20180417_BZ5_control	1	0.31948179794060416
20180417_BZ5_control	2	0.34961724162257846
20180417_BZ5_control	3	0.2907627301329381
20180417_BZ5_control	4	0.28174331453412305
20180417_BZ5_control	5	0.33937291902349315
20180417_BZ5_control	6	0.3076508341856626
20180417_BZ5_control	7	0.30723763126923986
20180417_BZ5_control	8	0.35135482723928035
20180417_BZ5_control	9	0.33453324353481995
20180419_BZ9_control	0	0.3634909204531423
20180419_BZ9_control	1	0.34028628589715293
20180419_BZ9_control	2	0.36815969507395346
20180419_BZ9_control	3	0.346728692488043
20180419_BZ9_control	4	0.3784720433254593
20180419_BZ9_control	5	0.3697681415072263
20180419_BZ9_control	6	0.3778801408706815
20180419_BZ9_control	7	0.3670658577867369
20180419_BZ9_control	8	0.4160880878180296
20180419_BZ9_control	9	0.31161747404508944
20180424_BZ14_control	0	0.330014286019897
20180424_BZ14_control	1	0.27917526884385996
20180424_BZ14_control	2	0.36807058284031874
20180424_BZ14_control	3	0.339976383212511
20180424_BZ14_control	4	0.3765129798349864
20180424_BZ14_control	5	0.4663628986770413
20180424_BZ14_control	6	0.37720354649571414
20180424_BZ14_control	7	0.3112207928284417
20180424_BZ14_control	8	0.40968060447356475
20180424_BZ14_control	9	0.3876728091424889
