,20180419_BZ9_control_0,20180419_BZ9_control_1,20180419_BZ9_control_2,20180419_BZ9_control_3,20180419_BZ9_control_4,20180419_BZ9_control_5,20180419_BZ9_control_6,20180419_BZ9_control_7,20180419_BZ9_control_8,20180419_BZ9_control_9
0,3,2,5,5,2,5,3,3,7,1
1,3,2,3,5,2,7,3,3,7,1
2,3,2,3,5,2,5,3,3,7,1
3,3,2,3,5,2,5,3,3,7,1
4,8,6,6,6,7,6,8,5,3,4
5,6,4,5,7,4,4,7,8,4,8
6,3,2,3,5,2,5,3,3,7,1
7,6,4,5,7,4,4,7,8,4,8
8,8,6,6,6,7,6,8,5,3,4
9,6,4,5,7,4,4,7,8,4,8
10,3,2,3,5,2,5,3,3,7,1
11,6,4,5,7,4,4,7,8,4,8
12,3,2,3,5,2,5,3,3,7,1
13,8,6,6,6,7,6,8,5,3,4
14,3,2,3,5,2,5,3,3,7,1
15,8,6,6,6,7,6,8,5,3,4
16,6,4,5,5,4,5,7,8,7,8
17,3,2,3,5,2,5,3,3,7,1
18,8,6,6,6,7,6,8,5,3,4
19,8,6,6,6,7,6,8,5,3,4
20,8,6,6,6,7,6,8,5,3,4
21,3,2,3,5,2,5,3,3,7,1
22,6,4,5,7,4,4,7,8,7,8
23,6,4,5,7,4,4,7,8,4,8
24,3,2,3,5,2,5,3,3,7,1
25,3,2,3,5,2,5,3,3,7,1
26,3,2,3,5,2,5,3,3,7,1
27,3,1,3,5,2,5,3,3,7,1
28,6,4,5,7,4,4,7,8,4,8
29,6,4,5,7,4,4,7,8,4,8
30,3,2,3,5,2,5,3,3,7,1
31,3,2,3,5,2,5,3,3,7,1
32,3,2,3,5,2,5,3,3,7,1
33,3,2,3,5,2,5,3,3,7,1
34,3,2,3,5,2,5,3,3,7,1
35,3,2,3,5,2,5,3,3,7,1
36,3,2,3,5,2,5,3,3,7,1
37,3,2,3,5,2,5,3,3,7,1
38,8,6,6,6,7,6,8,5,3,4
39,3,2,3,5,7,5,3,3,7,1
40,3,2,3,5,2,5,3,3,7,1
41,3,2,3,5,2,5,3,3,7,1
42,3,2,3,5,2,5,3,3,7,1
43,3,2,3,5,2,5,3,3,7,1
44,8,2,3,5,2,5,3,3,7,1
45,3,2,3,5,2,5,3,3,7,1
46,8,6,6,6,7,6,8,5,3,4
47,8,6,6,6,7,6,8,5,3,4
48,6,4,5,7,2,4,7,8,3,8
49,3,2,3,5,2,5,3,3,7,1
50,8,6,6,6,7,6,8,5,3,4
51,3,7,3,9,5,7,6,3,6,1
52,3,2,3,5,2,5,3,3,7,1
53,3,2,3,5,2,5,3,3,7,1
54,8,6,6,6,7,6,8,5,3,4
55,8,6,6,6,7,6,8,5,3,4
56,3,2,3,5,2,5,3,3,7,1
57,8,6,6,6,7,6,8,5,3,4
58,8,6,6,6,7,6,8,5,3,4
59,8,6,6,6,7,6,8,5,3,4
60,8,6,6,6,7,6,8,5,3,4
61,8,6,6,6,7,6,8,5,3,4
62,8,6,6,6,7,6,8,5,3,4
63,3,2,3,5,2,5,3,3,7,1
64,3,2,3,4,2,9,3,3,7,1
65,3,2,3,5,2,5,3,3,7,1
