,20180424_BZ14_control_0,20180424_BZ14_control_1,20180424_BZ14_control_2,20180424_BZ14_control_3,20180424_BZ14_control_4,20180424_BZ14_control_5,20180424_BZ14_control_6,20180424_BZ14_control_7,20180424_BZ14_control_8,20180424_BZ14_control_9
0,10,10,3,9,7,0,8,1,5,7
1,11,10,3,9,7,0,8,1,5,7
2,10,10,3,9,7,0,8,1,5,7
3,10,10,3,9,7,0,8,1,5,7
4,10,10,3,9,7,0,8,1,5,7
5,10,10,3,9,7,0,8,1,5,7
6,10,10,3,9,7,0,8,1,5,7
7,10,10,3,9,7,5,8,1,5,7
8,11,6,3,1,7,6,6,9,9,2
9,10,10,3,9,7,0,8,1,5,7
10,10,10,3,9,7,0,8,1,5,7
11,10,10,3,9,7,0,8,1,5,7
12,10,10,3,9,7,0,8,1,5,7
13,12,7,3,9,7,0,8,1,5,8
14,12,7,3,6,7,0,8,1,5,8
15,10,10,3,9,7,0,8,1,5,8
16,11,7,3,9,7,0,8,1,5,8
17,10,10,3,9,7,0,8,1,5,7
18,2,5,1,3,10,1,0,0,4,1
19,10,10,3,9,7,0,8,1,5,7
20,10,10,3,9,7,0,8,1,5,7
21,10,10,3,9,7,0,8,1,5,7
22,6,10,7,9,14,0,9,1,12,7
23,10,10,3,9,7,0,8,1,5,7
24,10,10,3,9,7,0,8,1,5,7
25,2,5,1,3,10,1,0,0,4,1
26,10,10,3,9,7,0,8,1,5,7
27,6,10,7,9,11,0,9,1,7,10
28,10,10,3,9,7,0,8,1,5,7
29,10,10,3,9,7,0,8,1,5,7
30,10,10,3,9,7,0,8,1,5,7
31,4,10,1,3,14,0,0,1,4,1
32,6,10,7,9,7,12,9,1,7,7
33,2,5,1,3,10,1,0,1,4,1
34,10,10,3,9,7,0,8,1,5,7
35,2,5,1,3,10,1,0,0,4,1
36,2,6,1,3,10,1,1,0,4,1
37,2,5,1,3,10,1,0,1,4,1
38,2,10,1,3,13,0,0,0,4,1
39,10,10,3,9,7,0,8,1,5,7
40,6,7,7,9,7,0,8,1,5,7
41,2,5,1,3,10,1,0,0,4,1
42,2,5,1,3,10,1,0,0,4,1
43,6,8,7,9,4,12,9,1,7,10
44,6,10,1,9,14,0,9,1,12,7
45,6,10,7,9,7,0,9,1,7,7
46,2,5,1,3,10,1,0,0,4,1
47,2,5,1,3,10,1,0,0,4,1
48,2,5,1,3,10,1,0,0,4,1
49,5,7,3,8,2,0,12,1,14,8
50,10,10,3,13,12,0,8,1,12,7
51,2,5,1,3,10,1,0,0,4,1
52,6,10,1,3,10,12,9,0,12,10
53,10,10,3,9,7,0,8,1,5,7
54,2,10,1,9,13,0,0,0,4,7
55,2,5,1,3,10,1,0,0,4,1
56,2,5,1,3,10,1,0,0,4,1
57,2,5,1,3,10,1,0,0,4,1
58,2,5,1,3,10,1,0,0,4,1
59,6,10,7,9,4,0,9,1,7,10
60,2,5,1,3,10,1,0,0,4,1
61,2,5,1,3,14,1,0,0,4,1
62,2,10,1,3,10,1,0,0,4,1
63,2,10,1,9,13,0,8,1,5,7
64,2,5,1,3,10,1,0,0,4,1
65,2,7,7,9,13,0,9,1,7,10
66,2,5,1,3,10,1,0,0,4,1
67,11,6,1,1,3,1,0,0,4,1
68,2,5,1,3,10,1,0,0,4,1
69,2,5,1,3,10,1,0,0,4,1
70,2,5,1,3,10,1,0,0,4,1
71,2,10,1,9,7,0,0,1,4,7
72,2,6,1,4,14,11,0,0,4,1
73,2,6,1,3,14,1,0,5,4,1
74,2,5,1,3,10,1,0,0,4,1
75,11,13,12,13,12,4,6,1,9,8
76,11,10,12,3,7,0,9,1,12,10
77,11,11,1,3,10,1,0,0,4,1
78,2,6,1,1,3,14,0,5,4,1
79,11,6,12,3,13,1,0,0,9,1
80,2,5,1,3,10,1,0,0,4,1
81,11,10,3,9,7,0,8,1,12,7
82,2,5,1,3,10,1,0,0,4,1
83,11,6,1,10,13,7,0,5,4,2
84,2,6,1,3,10,1,0,0,4,1
85,2,5,1,3,10,1,0,0,4,1
86,2,5,1,3,10,1,0,0,4,1
87,2,6,1,3,10,1,0,0,4,1
88,6,6,7,6,14,7,9,13,7,3
89,10,7,3,13,7,0,8,1,5,8
90,2,6,1,1,10,13,0,0,4,1
91,2,6,1,3,10,1,0,0,4,1
92,2,6,1,3,10,1,0,0,4,1
93,2,6,1,3,10,1,0,5,4,1
94,6,5,1,3,10,1,9,0,4,1
95,11,6,1,3,13,1,0,0,4,1
96,2,6,1,3,10,1,0,0,4,1
97,6,8,7,6,12,12,9,1,7,10
98,11,7,7,3,12,14,12,1,12,10
99,6,6,7,9,14,12,9,1,7,10
100,11,10,3,9,7,0,8,1,12,7
101,2,5,1,3,10,1,0,0,4,1
102,11,6,1,3,13,1,0,0,4,2
103,2,0,1,3,10,1,0,0,4,1
104,2,6,1,3,10,1,0,0,4,1
105,2,5,1,3,10,1,0,0,4,1
106,2,5,1,3,10,1,0,0,4,1
107,2,5,1,3,10,1,0,0,4,1
108,2,6,1,3,3,1,0,0,4,2
109,1,9,4,5,9,13,1,5,2,3
