,20180419_BZ9_control_0,20180419_BZ9_control_1,20180419_BZ9_control_2,20180419_BZ9_control_3,20180419_BZ9_control_4,20180419_BZ9_control_5,20180419_BZ9_control_6,20180419_BZ9_control_7,20180419_BZ9_control_8,20180419_BZ9_control_9
0,3,2,0,4,0,4,2,1,4,4
1,3,2,0,4,0,8,2,1,4,4
2,3,2,0,4,0,4,2,1,4,4
3,3,2,0,4,0,4,2,1,4,4
4,7,6,6,5,7,7,5,4,3,5
5,6,3,4,6,6,3,4,8,2,6
6,3,2,0,4,0,4,2,1,4,4
7,6,3,4,6,6,3,4,8,2,6
8,7,6,6,5,7,7,5,4,3,5
9,6,3,4,6,6,3,4,8,2,6
10,3,2,0,4,0,4,2,1,4,4
11,6,3,4,6,6,3,4,8,2,6
12,3,2,0,4,0,4,2,1,4,4
13,7,6,6,5,7,7,5,4,3,5
14,3,2,0,4,0,4,2,1,4,4
15,7,6,6,5,7,7,5,4,3,5
16,3,3,4,4,6,4,4,8,2,6
17,3,2,0,4,0,4,2,1,4,4
18,7,6,6,5,7,7,5,4,3,5
19,7,6,6,5,7,7,5,4,3,5
20,7,6,6,5,7,7,5,4,3,5
21,3,2,0,4,0,4,2,1,4,4
22,6,3,4,4,6,3,4,8,4,6
23,6,3,4,6,6,3,4,8,2,6
24,3,2,0,4,0,4,2,1,4,4
25,3,2,0,4,0,4,2,1,4,4
26,3,2,0,4,0,4,2,1,4,4
27,3,2,0,4,0,4,2,1,4,4
28,6,3,4,6,6,3,4,8,2,6
29,6,3,4,6,6,3,4,8,2,6
30,3,2,0,4,0,4,2,1,4,4
31,3,2,0,4,0,4,2,1,4,4
32,3,2,0,4,0,4,2,1,4,4
33,3,2,0,4,0,4,2,1,4,4
34,3,2,0,4,0,4,2,1,4,4
35,3,2,0,4,0,4,2,1,4,4
36,3,2,0,4,0,4,2,1,4,4
37,3,2,0,4,0,4,2,1,4,4
38,7,6,6,5,7,7,5,4,3,5
39,3,2,0,4,7,4,2,1,4,4
40,3,2,0,4,0,4,2,1,4,4
41,3,2,0,4,0,4,2,1,11,4
42,3,2,0,4,0,4,2,1,4,4
43,3,2,0,4,0,4,2,1,4,4
44,7,2,0,9,0,4,2,1,4,4
45,3,2,0,4,0,4,2,1,4,4
46,7,6,6,5,7,7,5,4,3,5
47,7,6,6,5,7,7,5,4,3,5
48,7,3,4,6,0,4,4,8,3,6
49,3,2,0,4,0,4,2,1,4,4
50,7,6,6,5,7,7,5,4,3,5
51,9,8,0,9,5,8,7,7,8,8
52,3,2,0,4,0,4,2,1,4,4
53,3,2,0,4,0,4,2,1,4,4
54,7,6,6,5,7,7,5,4,3,5
55,7,6,6,5,7,7,5,4,3,5
56,3,2,0,4,0,4,2,1,4,4
57,7,6,6,5,7,7,5,4,3,5
58,7,6,6,5,7,7,5,4,3,5
59,7,6,6,5,7,7,5,4,3,5
60,7,6,6,5,7,7,5,4,3,5
61,7,6,6,5,7,7,5,4,3,5
62,7,6,6,5,7,7,5,4,3,5
63,3,2,0,4,0,4,2,1,4,4
64,12,2,0,12,0,4,2,1,4,3
65,3,2,0,4,0,4,2,1,4,4
66,7,6,6,5,7,7,5,4,3,5
67,7,6,6,5,7,7,5,4,3,5
68,6,3,4,6,6,3,4,8,2,6
69,6,1,0,6,0,4,2,11,4,4
70,7,6,6,5,7,7,5,4,3,5
