sample	seed	ari_value
20180417_BZ5_control	0	0.28965160383065713
20180417_BZ5_control	1	0.3319607127400752
20180417_BZ5_control	2	0.2994060939002242
20180417_BZ5_control	3	0.32518476642459354
20180417_BZ5_control	4	0.3298992257173305
20180417_BZ5_control	5	0.35617123714422216
20180417_BZ5_control	6	0.3846453776419423
20180417_BZ5_control	7	0.33768333100845005
20180417_BZ5_control	8	0.3689967575220414
20180417_BZ5_control	9	0.36151119704160295
20180419_BZ9_control	0	0.33884879717159067
20180419_BZ9_control	1	0.3352083482083594
20180419_BZ9_control	2	0.36839269011761283
20180419_BZ9_control	3	0.3604412660625133
20180419_BZ9_control	4	0.3729862336677936
20180419_BZ9_control	5	0.36041758268798074
20180419_BZ9_control	6	0.33369763057978286
20180419_BZ9_control	7	0.38772346608484926
20180419_BZ9_control	8	0.4002088844150501
20180419_BZ9_control	9	0.3799926179701654
20180424_BZ14_control	0	0.43023191466670857
20180424_BZ14_control	1	0.38106261577369677
20180424_BZ14_control	2	0.4355053373916446
20180424_BZ14_control	3	0.32291049851390413
20180424_BZ14_control	4	0.36399276840330647
20180424_BZ14_control	5	0.44317479169448487
20180424_BZ14_control	6	0.3650370878538743
20180424_BZ14_control	7	0.43338207064495454
20180424_BZ14_control	8	0.41815635293218106
20180424_BZ14_control	9	0.4406277691537373
