,20180417_BZ5_control_0,20180417_BZ5_control_1,20180417_BZ5_control_2,20180417_BZ5_control_3,20180417_BZ5_control_4,20180417_BZ5_control_5,20180417_BZ5_control_6,20180417_BZ5_control_7,20180417_BZ5_control_8,20180417_BZ5_control_9
0,2,0,1,0,2,0,3,1,8,0
1,2,0,1,0,2,0,5,1,2,0
2,2,9,1,0,2,9,3,1,8,0
3,2,0,1,0,2,0,5,1,8,0
4,2,0,1,0,2,0,5,1,8,0
5,9,9,1,0,9,9,3,1,8,0
6,2,0,1,0,2,0,3,1,8,0
7,2,0,1,0,9,9,5,1,8,0
8,9,9,1,0,9,9,3,1,8,0
9,2,0,1,0,2,0,5,1,2,0
10,2,0,1,0,2,0,3,1,8,0
11,9,9,1,0,9,9,3,1,8,0
12,2,9,1,0,2,9,3,1,8,0
13,9,9,1,0,9,9,3,1,8,0
14,9,9,1,0,9,9,3,1,8,0
15,2,9,1,0,2,9,3,1,8,0
16,2,0,1,0,2,0,5,1,8,0
17,9,9,1,0,9,9,3,1,8,0
18,9,9,1,0,9,9,3,1,8,0
19,5,2,4,2,6,7,5,5,2,6
20,9,9,1,0,9,9,3,1,8,0
21,9,9,1,0,9,9,3,1,8,0
22,9,9,1,0,9,9,3,1,8,0
23,9,9,1,0,9,9,3,1,8,0
24,2,0,1,0,2,0,3,1,8,0
25,9,9,1,0,9,9,3,1,8,0
26,9,9,1,0,9,9,3,1,8,0
27,9,9,1,0,9,9,3,1,8,0
28,9,9,1,0,9,9,3,1,8,0
29,2,0,1,0,2,0,5,1,8,0
30,2,0,1,0,2,0,3,1,8,0
31,9,9,1,0,9,9,3,1,8,0
32,2,0,1,0,2,0,3,1,8,0
33,9,9,1,0,9,9,3,1,8,0
34,9,9,1,0,9,9,3,1,8,0
35,9,9,1,0,9,9,3,1,8,0
36,9,9,1,0,9,9,3,1,8,0
37,2,0,1,0,2,0,5,1,8,0
38,9,9,1,0,9,9,3,1,8,0
39,9,9,1,0,9,9,3,1,8,0
40,2,0,1,0,2,0,3,1,8,0
41,9,9,1,0,9,9,3,1,8,0
42,9,9,1,0,9,9,3,1,8,0
43,9,9,1,0,9,9,3,1,8,0
44,9,9,1,0,9,9,3,1,8,0
45,9,9,1,0,9,9,3,1,8,0
46,9,9,1,0,9,9,3,1,8,0
47,2,0,1,0,2,0,3,1,8,0
48,9,9,1,0,9,9,3,1,8,0
49,9,9,1,0,9,9,3,1,8,0
50,9,9,1,0,9,9,3,1,8,0
51,2,0,1,0,2,0,5,1,2,0
52,9,9,1,0,9,9,3,1,8,0
53,9,9,1,0,9,9,5,1,8,0
54,2,0,1,0,2,0,3,1,8,0
55,9,9,1,0,9,9,3,1,8,0
56,9,9,1,0,9,9,3,1,8,0
57,2,0,1,0,2,0,5,1,2,0
58,2,0,1,0,2,0,5,1,8,0
59,9,9,1,0,9,9,3,1,8,0
60,2,0,1,0,2,0,5,1,2,0
61,2,0,1,0,2,0,5,1,2,0
62,2,0,1,0,2,0,5,1,2,0
63,2,9,1,0,9,9,3,1,8,0
64,2,0,1,0,2,0,5,1,2,0
65,2,0,1,0,2,0,3,5,2,0
66,2,0,1,0,9,9,3,1,8,0
67,2,0,1,0,2,0,5,1,2,0
68,2,0,1,0,2,0,5,1,2,0
69,2,0,1,0,2,0,5,1,2,0
70,2,0,1,9,2,0,5,5,5,8
71,2,0,1,0,2,0,5,1,2,0
72,2,0,1,0,2,0,5,1,2,0
73,4,2,4,7,6,8,6,8,9,9
74,2,0,1,0,2,0,5,1,2,0
75,2,0,1,0,2,0,5,1,2,0
76,2,0,1,0,2,0,5,1,8,0
77,2,0,1,0,2,0,5,1,8,0
78,4,2,4,7,6,8,6,8,9,9
79,2,0,4,0,2,0,3,8,8,0
80,4,2,4,0,2,8,6,8,8,9
81,4,2,4,7,6,8,6,8,9,9
82,1,8,7,6,5,6,7,6,3,4
83,1,8,7,6,5,6,7,6,3,4
84,9,0,4,0,9,9,3,1,8,0
85,9,0,1,0,9,9,3,1,8,0
86,8,8,1,0,2,0,1,1,2,0
87,9,9,1,0,2,9,3,1,8,0
88,2,0,1,0,2,0,3,1,8,0
89,1,0,3,2,5,0,1,1,2,4
90,1,8,7,6,5,6,7,6,3,4
91,1,8,7,6,5,6,7,6,3,4
92,2,0,1,0,2,0,5,1,2,0
93,2,0,1,0,2,0,5,1,2,0
94,2,0,1,0,2,0,5,1,2,0
95,2,0,1,0,2,0,5,1,2,0
96,1,8,7,6,5,6,7,6,3,3
97,2,0,1,0,2,0,5,1,2,0
98,1,8,7,6,5,6,1,1,2,4
99,3,3,2,7,7,3,1,2,4,3
100,1,8,7,6,5,6,7,6,3,4
101,2,0,1,0,2,0,5,1,2,0
102,1,8,7,6,5,6,7,6,3,7
103,7,3,7,5,7,3,7,2,3,3
104,2,0,1,0,2,0,5,1,2,0
105,2,0,1,0,2,0,5,1,2,0
106,1,8,4,6,5,8,7,8,3,9
107,1,8,7,6,5,6,7,6,3,4
108,1,8,2,7,2,6,1,4,3,4
109,4,2,4,7,6,8,6,8,9,9
110,2,0,7,0,2,0,1,1,2,0
111,2,8,7,6,5,6,1,6,3,4
112,3,3,7,6,5,3,7,2,3,3
113,4,2,4,7,6,8,6,8,9,9
114,1,8,7,6,5,6,7,6,3,4
115,2,0,1,7,2,0,5,1,2,4
116,1,8,7,6,5,6,7,6,3,4
117,2,0,1,0,2,0,3,1,8,0
118,3,8,7,3,5,6,7,3,3,4
119,1,4,2,4,8,5,4,6,4,7
120,7,3,2,5,7,3,2,2,4,2
121,2,0,1,0,2,0,5,1,2,0
122,7,3,2,5,7,8,6,8,4,9
123,1,8,7,6,5,6,7,6,3,4
124,1,8,7,6,5,6,7,6,3,4
125,7,3,2,5,7,3,1,2,4,3
126,1,8,1,6,4,0,1,6,3,4
127,1,8,7,6,5,6,7,6,3,4
128,1,8,7,6,5,6,7,6,3,4
129,7,3,2,5,7,3,7,2,4,2
130,4,2,4,7,6,8,6,8,9,9
131,7,3,2,5,7,3,1,2,4,3
132,2,0,1,0,2,0,5,1,2,0
133,1,8,1,6,5,6,1,1,2,4
134,6,0,1,2,2,0,1,4,2,0
135,1,8,7,6,5,6,7,6,3,4
136,2,0,1,0,2,0,5,1,2,0
137,1,8,7,6,5,6,7,6,3,4
138,1,8,7,6,5,6,7,6,3,4
139,1,8,7,6,5,6,7,6,3,4
140,4,2,4,7,6,8,6,8,9,9
141,2,0,1,9,2,0,5,1,2,0
142,1,8,7,6,5,6,7,6,3,4
143,1,8,7,6,5,6,7,6,3,4
144,1,8,7,6,5,6,7,6,3,4
145,6,5,6,2,8,6,1,6,6,6
146,1,8,7,6,5,6,7,6,3,4
147,1,8,7,6,5,6,7,6,3,4
148,1,8,7,6,5,6,7,6,3,4
149,1,8,7,6,5,6,7,6,3,4
150,1,8,7,6,5,6,7,6,3,4
151,1,8,7,6,5,6,2,6,3,4
152,1,5,7,6,5,6,7,6,3,4
153,1,7,7,3,0,6,7,3,4,7
154,1,8,7,6,5,6,7,6,3,4
155,1,8,7,9,5,6,7,6,3,4
156,2,0,1,0,2,0,6,8,2,9
157,1,8,7,6,5,6,7,6,3,4
158,1,8,7,6,5,6,7,6,3,7
159,1,8,7,6,5,6,7,6,3,4
160,1,8,7,6,5,6,7,6,3,4
161,1,8,7,6,5,6,7,6,3,4
162,1,8,7,6,5,6,7,6,3,4
163,1,8,7,6,5,6,7,6,3,4
164,1,8,7,6,5,6,7,6,3,4
165,1,8,7,6,5,6,7,6,3,4
166,1,8,7,6,5,6,7,6,3,4
167,1,8,7,6,5,6,7,6,3,4
168,1,8,7,6,5,6,7,6,3,4
169,1,8,7,6,5,6,7,6,3,4
170,2,0,1,0,2,0,5,1,2,9
171,1,8,7,6,5,6,7,6,3,4
172,1,8,7,6,5,6,7,6,3,4
173,1,8,7,6,5,6,7,6,3,4
174,1,0,1,7,5,0,1,1,2,0
175,1,8,7,6,5,6,7,6,3,4
176,1,8,7,6,5,6,7,6,3,4
177,1,8,2,3,5,6,7,6,3,4
178,2,0,1,9,2,0,5,5,2,0
179,5,0,1,7,2,0,1,1,2,4
180,1,8,7,6,5,6,7,6,3,4
181,1,8,7,6,5,6,7,6,3,4
182,1,8,7,6,5,6,7,6,3,4
183,7,3,2,5,7,3,7,2,3,3
184,1,8,7,6,5,6,7,6,3,4
185,1,8,7,6,5,6,7,6,3,4
186,1,8,7,6,5,6,7,6,3,4
187,4,2,4,7,6,8,6,8,9,9
188,5,8,7,6,5,6,1,6,2,4
189,1,4,7,6,5,5,7,6,3,7
190,7,3,7,6,5,6,7,6,3,3
191,5,8,7,7,4,6,1,3,3,4
192,4,2,4,7,6,8,6,8,9,9
193,1,8,7,6,5,6,7,6,3,4
194,7,3,2,5,7,3,4,2,4,3
195,2,8,7,6,5,0,1,6,2,4
196,7,8,7,6,5,6,7,6,3,4
197,2,0,1,0,2,0,5,1,2,0
198,7,3,7,5,7,3,7,2,3,3
199,7,3,7,5,7,3,7,2,3,3
200,1,8,7,6,5,6,7,6,3,4
201,1,8,7,6,5,6,7,6,3,4
202,1,8,7,6,5,6,7,6,3,4
203,1,8,7,4,5,6,7,6,3,7
204,7,3,7,6,5,3,7,2,3,3
205,1,8,7,6,5,6,7,6,3,4
206,2,0,1,0,2,0,3,1,8,0
207,2,0,1,0,2,0,5,1,8,0
208,2,0,1,0,2,0,3,1,8,0
