sample	seed	ari_value
20180417_BZ5_control	0	0.2700167121873089
20180417_BZ5_control	1	0.320245506214038
20180417_BZ5_control	2	0.3582690920176964
20180417_BZ5_control	3	0.348553347779159
20180417_BZ5_control	4	0.32864821207805384
20180417_BZ5_control	5	0.3685039115378487
20180417_BZ5_control	6	0.3560157006178534
20180417_BZ5_control	7	0.3520823578481558
20180417_BZ5_control	8	0.348688051604659
20180417_BZ5_control	9	0.37724574125198485
20180419_BZ9_control	0	0.3498382803792681
20180419_BZ9_control	1	0.4021526127756744
20180419_BZ9_control	2	0.3953997166810099
20180419_BZ9_control	3	0.34435201037044516
20180419_BZ9_control	4	0.3229286325124796
20180419_BZ9_control	5	0.3608896696648815
20180419_BZ9_control	6	0.34962061883245604
20180419_BZ9_control	7	0.33514165737226864
20180419_BZ9_control	8	0.4112413302713022
20180419_BZ9_control	9	0.317796841345179
20180424_BZ14_control	0	0.41792385973740265
20180424_BZ14_control	1	0.26658233415096805
20180424_BZ14_control	2	0.4320220330376339
20180424_BZ14_control	3	0.3361295509886088
20180424_BZ14_control	4	0.37147798733339066
20180424_BZ14_control	5	0.40778199599519843
20180424_BZ14_control	6	0.34092127114277804
20180424_BZ14_control	7	0.40690229679255235
20180424_BZ14_control	8	0.4187554560715976
20180424_BZ14_control	9	0.44143178021822194
