,20180419_BZ9_control_0,20180419_BZ9_control_1,20180419_BZ9_control_2,20180419_BZ9_control_3,20180419_BZ9_control_4,20180419_BZ9_control_5,20180419_BZ9_control_6,20180419_BZ9_control_7,20180419_BZ9_control_8,20180419_BZ9_control_9
0,1,2,4,0,0,4,1,1,1,4
1,1,2,4,0,0,8,1,1,1,6
2,1,2,4,0,0,4,1,1,1,4
3,1,2,4,0,0,4,1,1,1,4
4,3,5,6,4,8,7,6,2,5,5
5,2,3,3,3,6,3,3,10,3,9
6,1,2,4,0,0,4,1,1,1,4
7,2,3,3,3,6,3,3,10,3,9
8,3,5,6,4,8,7,6,2,5,5
9,2,3,3,3,6,3,3,10,3,9
10,1,2,4,0,0,4,1,1,1,4
11,2,3,3,3,6,3,3,10,3,9
12,1,2,4,0,0,4,1,1,1,4
13,3,5,6,4,8,7,6,2,5,5
14,1,2,4,0,0,4,1,1,1,4
15,3,5,6,4,8,7,6,2,5,5
16,1,3,3,0,6,4,3,10,3,9
17,1,2,4,0,0,4,1,1,1,4
18,3,5,6,4,8,7,6,2,5,5
19,3,5,6,4,8,7,6,2,5,5
20,3,5,6,4,8,7,6,2,5,5
21,1,2,4,0,0,4,1,1,1,4
22,2,3,3,0,6,3,3,10,1,9
23,2,3,3,3,6,3,3,10,3,9
24,1,2,4,0,0,4,1,1,1,4
25,1,2,4,0,0,4,1,1,1,4
26,1,2,4,0,0,4,1,1,1,4
27,1,2,4,0,0,4,1,1,1,4
28,2,3,3,3,6,3,3,10,3,9
29,2,3,3,3,6,3,3,10,3,9
30,1,2,4,0,0,4,1,1,1,4
31,1,2,4,0,0,4,1,1,1,4
32,1,2,4,0,0,4,1,1,1,4
33,1,2,4,0,0,4,1,1,1,4
34,1,2,4,0,0,4,1,1,1,4
35,1,2,4,0,8,4,1,1,1,4
36,1,2,4,0,0,4,1,1,1,4
37,1,2,4,0,0,4,1,1,1,4
38,3,5,6,4,8,7,6,2,5,5
39,1,2,4,0,8,4,1,1,1,4
40,1,2,4,0,0,4,1,1,1,4
41,1,2,4,0,0,4,1,1,1,4
42,1,2,4,0,0,4,1,1,1,4
43,1,2,4,0,0,4,1,1,1,4
44,3,2,4,11,0,4,1,1,1,4
45,1,2,4,0,0,4,1,1,1,4
46,3,5,6,4,8,7,6,2,5,5
47,3,5,6,4,8,7,6,2,5,5
48,3,3,3,3,0,4,3,10,5,9
49,1,2,4,0,0,4,1,1,1,4
50,3,5,6,4,8,7,6,2,5,5
51,1,7,8,11,5,8,8,1,8,6
52,1,2,4,0,0,4,1,1,1,4
53,1,2,4,0,0,4,1,1,1,4
54,3,5,6,4,8,7,6,2,5,5
55,3,5,6,4,8,7,6,2,5,5
56,1,2,4,0,0,4,1,1,1,4
57,3,5,6,4,8,7,6,2,5,5
58,3,5,6,4,8,7,6,2,5,5
59,3,5,6,4,8,7,6,2,5,5
60,3,5,6,4,8,7,6,2,5,5
61,3,5,6,4,8,7,6,2,5,5
62,3,5,6,4,8,7,6,2,5,5
63,1,2,4,0,0,4,1,1,1,4
64,1,2,4,13,0,4,1,6,1,11
65,1,2,4,0,0,4,1,1,1,4
