,20180417_BZ5_control_0,20180417_BZ5_control_1,20180417_BZ5_control_2,20180417_BZ5_control_3,20180417_BZ5_control_4,20180417_BZ5_control_5,20180417_BZ5_control_6,20180417_BZ5_control_7,20180417_BZ5_control_8,20180417_BZ5_control_9
0,2,0,1,0,1,0,3,1,2,0
1,2,0,1,0,1,0,5,1,2,0
2,2,10,1,0,1,0,3,1,2,0
3,2,0,1,0,1,0,3,1,2,0
4,2,0,1,0,1,0,3,1,2,0
5,9,10,1,0,9,10,3,1,9,10
6,2,0,1,0,1,0,3,1,2,0
7,2,0,1,0,9,0,3,1,2,0
8,9,10,1,0,9,10,3,1,9,10
9,2,0,1,0,1,0,3,1,2,0
10,2,0,1,0,1,0,3,1,5,0
11,9,10,1,0,9,10,3,1,9,10
12,2,10,1,0,1,0,3,1,5,0
13,9,10,1,0,9,10,3,1,9,10
14,9,10,1,0,9,10,3,1,9,10
15,2,10,1,0,1,0,3,1,2,0
16,2,0,1,0,1,0,3,1,2,0
17,9,10,1,0,9,10,3,1,9,10
18,9,10,1,0,9,10,3,1,9,10
19,5,3,4,8,10,9,5,9,5,7
20,9,10,1,0,9,10,3,1,9,10
21,9,10,1,0,9,10,3,1,9,10
22,9,10,1,0,9,10,3,1,9,10
23,9,10,1,0,9,10,3,1,9,10
24,2,0,1,0,1,0,3,1,2,0
25,9,10,1,0,9,10,3,1,2,10
26,9,10,1,0,9,10,3,1,9,10
27,9,10,1,0,9,10,3,1,9,10
28,9,10,1,0,9,10,3,1,9,10
29,2,0,1,0,1,0,5,1,5,0
30,2,0,1,0,1,0,3,1,5,0
31,9,10,1,0,9,10,3,1,9,10
32,2,0,1,0,1,0,3,1,2,0
33,9,10,1,0,9,10,3,1,9,10
34,9,10,1,0,9,10,3,1,9,10
35,9,10,1,0,9,10,3,1,9,10
36,9,10,1,0,9,10,3,1,9,10
37,2,0,1,0,1,0,3,1,2,0
38,9,10,1,0,9,10,3,1,9,10
39,9,10,1,0,9,10,3,1,9,10
40,2,0,1,0,1,0,3,1,2,0
41,9,10,1,0,9,10,3,1,9,10
42,9,10,1,0,9,10,3,1,9,10
43,9,10,1,0,9,10,3,1,9,10
44,9,10,1,0,9,10,3,1,9,10
45,9,10,1,0,9,10,3,1,9,10
46,9,10,1,0,9,10,3,1,9,10
47,2,0,1,0,1,0,3,1,2,0
48,9,10,1,0,9,10,3,1,9,10
49,9,10,1,0,9,10,3,1,9,10
50,9,10,1,0,9,10,3,1,9,10
51,2,0,1,0,1,0,5,1,2,0
52,9,10,1,0,9,10,3,1,9,10
53,9,10,1,0,9,10,3,1,9,10
54,2,0,1,0,1,0,3,1,2,0
55,9,10,1,0,9,10,3,1,9,10
56,9,10,1,0,9,10,3,1,9,10
57,2,0,1,0,1,0,3,1,2,0
58,2,0,1,0,1,0,3,1,2,0
59,9,10,1,0,9,10,3,1,9,10
60,2,0,1,0,1,0,3,1,2,0
61,2,0,1,0,1,0,5,1,2,0
62,2,0,1,0,1,0,3,1,5,0
63,2,10,1,0,9,0,3,1,2,0
64,2,0,1,0,1,0,5,1,2,0
65,2,0,1,10,1,0,3,5,2,0
66,2,0,1,0,9,0,3,1,2,0
67,2,0,1,0,1,0,5,1,2,0
68,2,0,1,0,1,0,5,1,2,0
69,2,0,1,0,1,0,5,1,2,0
70,2,0,1,10,6,6,5,5,5,8
71,2,0,1,0,1,0,5,1,2,0
72,2,0,1,0,1,0,8,1,2,0
73,3,9,3,6,10,0,8,9,8,9
74,2,0,1,0,1,0,5,1,2,0
75,2,0,1,0,6,0,5,1,2,0
76,2,0,1,0,1,0,5,1,2,0
77,2,0,1,0,1,0,3,1,2,0
78,3,9,3,6,10,8,8,9,8,9
79,2,9,1,0,1,0,3,9,8,0
80,3,9,3,0,1,0,8,9,8,9
81,3,9,3,6,10,8,8,9,8,9
82,1,7,8,5,5,7,7,7,3,4
83,1,7,8,5,5,7,2,7,3,4
84,9,0,1,0,9,10,3,1,9,10
85,9,0,1,0,9,10,3,1,5,10
86,8,7,8,0,1,0,5,1,2,4
87,9,0,1,0,9,10,3,1,5,10
88,2,0,1,0,1,0,3,1,2,0
89,1,0,8,6,5,7,5,7,7,4
90,1,7,8,5,5,7,2,7,3,4
91,1,7,8,5,5,7,2,7,3,4
92,2,0,1,0,1,0,5,1,2,0
93,2,0,1,0,1,0,5,1,2,0
94,2,0,1,0,1,0,5,1,2,0
95,2,0,1,0,1,0,5,1,2,0
96,7,7,8,5,5,7,2,7,3,4
97,2,0,1,0,1,0,5,1,2,0
98,1,7,8,5,5,7,6,7,7,4
99,7,2,8,6,7,3,6,6,4,3
100,1,7,8,5,5,7,2,7,3,4
101,2,0,1,0,1,0,5,1,2,0
102,1,7,8,5,5,7,2,3,4,6
103,7,2,5,3,7,3,2,3,4,3
104,2,0,1,0,1,0,5,1,2,0
105,2,0,1,0,1,0,5,1,2,0
106,3,7,3,5,5,7,8,9,3,4
107,1,7,8,5,5,7,2,7,3,4
108,1,7,8,6,1,7,4,7,3,4
109,3,9,3,6,1,8,8,9,8,9
110,2,2,1,0,1,0,7,1,2,0
111,8,7,8,5,5,7,5,7,3,4
112,7,2,8,5,5,3,2,3,3,6
113,3,9,3,6,1,8,8,9,8,9
114,1,7,8,5,5,7,2,7,3,4
