,20180417_BZ5_control_0,20180417_BZ5_control_1,20180417_BZ5_control_2,20180417_BZ5_control_3,20180417_BZ5_control_4,20180417_BZ5_control_5,20180417_BZ5_control_6,20180417_BZ5_control_7,20180417_BZ5_control_8,20180417_BZ5_control_9
0,2,9,0,1,1,1,3,1,10,1
1,2,1,0,1,1,1,4,1,2,4
2,2,9,0,11,10,11,3,1,2,1
3,2,9,0,1,1,1,3,1,2,1
4,2,9,0,1,1,1,3,1,2,1
5,11,9,0,11,10,11,3,1,11,1
6,2,9,0,1,1,1,3,1,2,1
7,2,9,0,1,10,11,3,1,2,1
8,11,9,0,11,10,11,3,1,11,1
9,2,9,0,1,1,1,3,1,2,1
10,2,9,0,1,1,1,3,1,10,1
11,11,9,0,11,10,11,3,1,11,1
12,2,9,0,11,1,1,3,1,2,1
13,11,9,0,11,10,11,3,1,11,1
14,11,9,0,11,10,11,3,1,11,1
15,2,9,0,11,10,11,3,1,2,1
16,2,9,0,1,1,1,3,1,2,1
17,11,9,0,11,10,11,3,1,11,1
18,11,9,0,11,10,11,3,1,11,1
19,6,1,4,8,11,9,4,3,2,4
20,11,9,0,11,10,11,3,1,11,1
21,11,9,0,11,10,11,3,1,11,1
22,11,9,0,11,10,11,3,1,11,1
23,11,9,0,11,10,11,3,1,11,1
24,2,9,0,1,1,1,3,1,2,1
25,11,9,0,11,10,11,3,1,2,1
26,11,9,0,11,10,11,3,1,11,1
27,11,9,0,11,10,11,3,1,11,1
28,11,9,0,11,10,11,3,1,11,1
29,2,9,0,1,1,1,4,1,2,1
30,2,9,0,1,1,1,3,1,2,1
31,11,9,0,11,10,11,3,1,11,1
32,2,9,0,1,1,1,3,1,2,1
33,11,9,0,11,10,11,3,1,11,1
34,11,9,0,11,10,11,3,1,11,1
35,11,9,0,11,10,11,3,1,11,1
36,11,9,0,11,10,11,3,1,11,1
37,2,9,0,1,1,1,3,1,2,1
38,11,9,0,11,10,11,3,1,11,1
39,11,9,0,11,10,11,3,1,11,1
40,2,9,0,1,1,1,3,1,10,1
41,11,9,0,11,10,11,3,1,11,1
42,11,9,0,11,10,11,3,1,11,1
43,11,9,0,11,10,11,3,1,11,1
44,11,9,0,11,10,11,3,1,11,1
45,11,9,0,11,10,11,3,1,11,1
46,11,9,0,11,10,11,3,1,11,1
47,2,9,0,1,1,1,3,1,2,1
48,11,9,0,11,10,11,3,1,11,1
49,11,9,0,11,10,11,3,1,11,1
50,11,9,0,11,10,11,3,1,11,1
51,2,1,0,1,1,1,4,1,2,1
52,11,9,0,11,10,11,3,1,11,1
53,11,9,0,11,10,11,3,1,11,1
54,2,9,0,1,1,1,3,1,10,1
55,11,9,0,11,10,11,3,1,11,1
56,11,9,0,11,10,11,3,1,11,1
57,2,9,0,1,1,1,3,1,2,1
58,2,9,0,1,1,1,3,1,2,1
59,11,9,0,11,10,11,3,1,11,1
60,2,9,0,1,1,1,4,1,2,1
61,2,1,0,1,1,1,4,1,2,4
62,2,9,0,1,1,1,3,1,2,1
63,11,9,0,11,10,1,3,1,2,1
64,2,1,0,1,1,1,4,1,2,4
65,2,1,0,10,1,1,4,6,10,4
66,2,9,0,1,10,1,3,1,2,1
67,2,1,0,1,1,1,4,1,2,4
68,2,1,0,1,1,1,4,1,2,4
69,2,1,0,1,1,1,4,1,2,1
70,2,1,0,10,6,7,4,6,8,4
71,2,1,0,1,1,1,4,1,2,1
72,2,1,0,1,1,1,10,1,2,4
73,3,10,3,1,11,8,10,8,9,10
74,2,1,0,1,1,1,3,1,2,4
75,2,1,0,1,6,1,4,6,2,4
76,2,9,0,1,1,1,4,1,2,1
77,2,1,0,1,1,1,3,1,2,1
78,3,10,3,7,11,8,10,8,9,10
79,2,1,0,1,1,1,3,8,10,1
80,2,10,3,1,1,1,10,8,10,10
81,3,10,3,1,11,8,10,8,9,10
82,0,7,9,5,5,6,2,7,5,6
83,0,7,9,5,5,6,2,7,5,6
84,11,9,0,11,10,11,3,1,10,1
85,11,9,0,11,10,11,3,1,10,1
86,8,7,9,1,1,1,4,1,5,6
87,11,9,0,11,10,11,3,1,10,1
88,2,9,0,1,1,1,3,1,10,1
89,8,1,2,7,5,6,4,7,7,4
90,0,7,9,5,5,6,2,7,5,6
91,0,7,9,5,5,6,2,7,5,6
92,2,1,0,1,1,1,4,1,2,4
93,2,1,0,1,1,1,4,1,2,4
94,2,1,0,1,1,1,4,1,2,4
95,2,1,0,1,1,1,4,1,2,4
96,4,7,9,5,5,3,5,7,5,5
97,2,1,0,1,1,1,4,1,2,1
98,0,7,9,5,5,6,6,1,7,4
99,5,3,6,7,7,3,5,2,4,2
100,0,7,9,5,5,6,5,7,5,6
101,2,1,0,1,1,1,4,1,2,4
102,0,7,9,5,5,6,2,7,5,5
103,5,3,6,4,7,3,2,2,5,2
104,2,1,0,1,1,1,4,1,2,4
105,2,1,0,1,1,1,4,1,2,4
106,8,10,3,5,5,6,10,7,5,10
107,0,7,9,5,5,6,2,7,5,6
108,0,7,9,3,7,6,6,3,4,6
109,3,10,3,1,1,8,10,8,9,10
110,2,9,0,1,1,1,4,1,2,4
111,8,7,9,5,5,6,6,7,5,6
112,4,3,9,5,5,3,2,2,5,2
113,3,10,3,1,1,8,10,8,9,10
114,0,7,9,5,5,6,2,7,5,6
115,2,1,5,1,1,1,6,3,2,4
116,0,7,9,5,5,6,2,7,5,6
117,2,9,0,1,1,1,3,1,10,1
118,0,7,9,2,5,6,2,9,5,5
119,0,6,5,3,4,5,2,3,7,5
120,5,3,7,4,3,3,6,2,4,3
121,2,1,0,1,1,1,4,1,2,4
122,5,3,3,4,7,3,6,2,2,10
123,0,7,9,5,5,6,2,7,5,6
124,0,7,9,5,5,6,2,7,5,6
125,5,3,6,4,7,3,5,2,4,2
126,8,7,9,5,11,9,9,7,7,6
127,0,7,9,5,5,6,2,7,5,6
128,0,7,9,5,5,6,5,7,5,6
129,5,3,7,4,3,3,5,2,4,3
130,3,10,3,1,11,8,10,8,9,10
131,5,3,6,4,7,3,5,2,4,2
132,2,1,0,1,1,1,4,1,2,4
133,0,1,9,7,5,6,6,7,2,4
134,8,1,0,8,1,9,6,3,2,4
135,0,7,9,5,5,6,2,7,5,6
136,2,1,0,1,1,1,4,1,2,4
137,0,7,9,5,5,6,2,7,5,6
138,0,7,9,5,5,6,2,7,5,6
139,4,7,9,5,5,6,2,7,5,6
140,3,10,3,1,11,8,10,8,9,10
141,2,1,0,1,1,1,4,1,2,4
142,0,7,9,5,5,6,2,7,5,6
143,0,7,9,5,5,6,2,7,5,6
144,0,7,9,5,5,6,2,7,5,6
