,20180424_BZ14_control_0,20180424_BZ14_control_1,20180424_BZ14_control_2,20180424_BZ14_control_3,20180424_BZ14_control_4,20180424_BZ14_control_5,20180424_BZ14_control_6,20180424_BZ14_control_7,20180424_BZ14_control_8,20180424_BZ14_control_9
0,8,8,4,10,2,3,3,4,5,2
1,8,8,4,10,2,3,3,4,5,2
2,8,8,4,10,2,3,3,4,5,2
3,8,8,4,10,2,3,3,11,5,2
4,8,8,4,10,2,3,3,4,5,2
5,8,8,4,10,2,3,3,11,5,2
6,8,8,4,10,2,3,3,11,5,2
7,8,8,4,10,2,3,3,4,5,2
8,11,2,9,9,12,9,2,9,12,3
9,8,8,4,10,2,3,3,4,5,2
10,8,8,4,10,2,3,3,4,5,2
11,8,8,4,10,2,3,3,4,5,2
12,8,8,4,10,2,3,3,4,5,2
13,12,8,4,8,10,3,3,4,5,2
14,8,8,4,10,2,3,3,4,5,2
15,8,8,4,10,2,3,3,4,5,2
16,8,8,4,10,2,3,3,4,5,2
17,8,8,4,10,2,3,3,4,5,2
18,2,5,0,2,6,5,0,1,1,7
19,8,8,4,10,2,3,3,4,5,2
20,8,8,4,10,2,3,3,4,5,2
21,8,8,4,10,2,3,3,4,5,2
22,7,8,8,10,2,10,8,4,8,2
23,8,8,4,10,2,3,3,4,5,2
24,8,8,4,10,2,3,3,11,5,2
25,2,5,0,2,6,5,0,1,1,7
26,8,8,4,10,2,3,3,4,5,2
27,7,7,8,10,7,10,8,4,8,2
28,8,8,4,10,2,3,3,4,5,2
29,8,8,4,10,2,3,3,4,5,2
30,8,8,4,10,2,3,3,4,5,2
31,2,5,0,2,7,5,0,4,1,7
32,8,8,8,10,2,10,8,4,8,2
33,2,5,0,2,6,5,0,1,1,7
34,8,8,4,10,2,3,3,4,5,2
35,2,5,0,2,6,5,0,1,1,7
36,2,2,0,1,4,5,4,1,6,3
37,2,5,0,2,6,5,0,4,1,7
38,2,5,0,2,6,5,0,1,1,7
39,8,8,4,10,2,3,3,4,5,2
40,8,8,8,10,2,3,8,4,5,2
41,2,5,0,2,6,5,0,1,1,7
42,2,5,0,2,6,5,0,1,1,7
43,7,7,8,10,7,10,8,4,8,2
44,7,8,0,10,6,3,0,4,5,7
45,7,8,4,10,2,10,8,4,8,2
46,2,5,0,2,6,5,0,1,1,7
47,2,5,0,2,6,5,0,1,1,7
48,2,5,0,2,6,5,0,1,1,7
49,6,8,4,9,11,3,12,4,7,5
50,8,8,4,12,2,3,3,4,5,2
51,2,5,0,2,6,5,0,1,1,7
52,7,5,8,2,6,10,8,1,8,7
53,8,8,4,10,2,3,3,4,5,2
54,8,8,0,10,6,5,0,4,1,7
55,2,5,0,2,6,5,0,1,1,7
56,2,5,0,2,6,5,0,1,1,7
57,2,5,0,2,6,5,0,1,1,7
58,2,5,0,2,6,5,0,1,1,7
59,7,8,8,10,7,10,8,4,8,2
60,2,5,0,2,6,5,0,1,1,7
61,2,8,0,2,6,5,0,1,1,7
62,2,5,0,2,6,5,0,1,1,7
63,8,8,8,10,2,3,3,4,5,2
64,2,5,0,2,6,5,0,1,1,7
65,2,5,0,10,7,10,8,4,8,12
66,2,5,0,2,6,5,0,1,1,7
67,11,5,0,1,6,5,0,1,6,7
68,2,5,0,2,6,5,0,1,1,7
69,2,5,0,2,6,5,0,1,1,7
70,2,5,0,2,6,5,0,1,1,7
71,8,8,4,10,2,3,3,4,7,2
72,2,10,6,2,8,5,0,13,4,7
73,2,5,0,2,6,5,0,6,1,7
74,2,5,0,2,6,5,0,1,1,7
75,11,8,13,9,10,9,4,4,10,3
76,11,8,13,9,7,3,8,4,8,12
77,2,5,0,2,6,5,0,1,1,7
78,2,5,0,1,6,5,2,6,1,3
79,11,5,0,2,6,5,0,13,1,7
80,2,5,0,2,6,5,0,1,1,7
81,8,8,4,10,2,3,0,4,5,2
82,2,5,0,2,6,5,0,1,1,7
83,11,8,11,9,4,7,2,6,6,3
84,2,2,0,2,6,5,0,6,1,7
85,2,5,0,2,6,5,0,1,1,7
86,2,5,0,2,6,5,0,1,1,7
87,2,5,0,2,6,5,0,1,1,7
88,7,7,11,9,4,7,8,1,6,3
89,8,13,4,12,2,3,3,4,5,2
90,2,2,0,1,6,5,0,1,1,7
91,2,2,0,2,6,5,0,6,1,7
92,2,5,0,2,6,5,0,13,1,7
93,2,5,0,2,6,5,0,1,1,7
94,2,5,0,2,6,5,8,1,1,7
95,11,5,0,2,6,5,0,6,1,7
96,2,5,0,2,6,5,0,1,1,7
97,7,7,8,8,7,10,8,5,8,5
98,11,8,11,9,8,13,8,4,8,12
99,7,5,8,10,7,10,8,1,8,2
100,11,8,4,10,10,5,2,4,5,2
101,2,5,0,2,6,5,0,1,1,7
102,11,5,0,2,6,5,0,1,6,7
103,2,5,0,2,4,5,0,1,1,7
104,2,5,0,2,6,5,0,1,1,7
105,2,5,0,2,6,5,0,1,1,7
106,2,5,0,2,6,5,0,1,1,7
107,2,5,0,2,6,5,0,1,1,7
108,2,2,11,2,4,7,0,1,6,3
109,1,1,1,5,9,0,2,6,11,3
110,2,5,0,2,6,5,0,1,1,7
111,2,12,0,2,8,5,2,13,1,3
112,2,5,0,2,6,5,0,1,1,7
113,2,5,11,1,4,7,0,1,6,7
114,2,5,0,2,6,5,0,6,1,7
115,1,5,0,1,6,5,0,1,6,7
116,2,5,0,2,6,5,0,1,1,7
117,2,2,0,2,6,5,0,6,1,7
118,11,8,4,10,2,3,3,11,5,2
119,2,5,0,2,6,5,0,1,1,7
120,3,4,5,4,3,4,5,2,4,6
121,2,5,0,2,6,5,0,1,6,7
122,11,2,11,9,4,7,2,0,6,3
123,2,2,0,2,6,5,0,6,1,7
124,2,5,0,2,6,5,0,1,1,7
125,2,5,0,2,6,5,0,1,1,7
126,2,5,0,2,6,5,0,1,1,7
127,3,2,5,10,2,3,3,10,5,13
128,2,5,0,2,6,5,0,1,1,7
129,2,5,0,10,6,5,0,1,1,7
130,3,4,5,4,3,4,5,2,4,6
131,2,5,0,2,6,5,0,1,1,7
132,0,2,11,9,4,9,6,0,3,5
133,7,8,8,10,2,10,8,4,8,2
134,2,5,0,2,6,5,0,1,1,7
135,4,2,11,7,4,7,2,9,6,3
136,2,2,0,2,6,5,0,6,1,3
137,2,5,0,2,6,5,0,1,1,7
138,11,1,1,9,12,0,4,12,2,9
139,2,5,0,2,6,5,0,1,1,7
140,2,5,0,2,6,5,0,1,1,7
141,2,5,0,2,6,5,0,1,1,7
142,7,8,8,10,2,10,8,4,8,2
143,2,5,0,2,6,5,0,1,1,7
144,2,2,0,2,6,5,0,6,1,3
145,11,8,4,10,10,3,2,11,5,3
146,2,5,0,2,6,5,0,1,1,7
147,2,2,11,2,6,5,0,1,1,7
148,2,5,0,2,6,5,0,1,1,7
149,4,2,11,1,6,7,0,6,6,3
150,2,5,0,2,6,5,0,1,1,7
151,2,2,11,1,6,5,2,6,1,3
152,2,5,0,2,6,5,5,2,1,7
153,2,5,0,2,6,5,0,1,1,7
154,4,2,11,1,4,7,0,6,6,3
155,7,1,5,5,4,0,2,6,11,3
156,2,5,0,2,6,5,0,1,1,7
157,2,5,0,2,6,5,0,1,1,7
158,11,2,11,5,9,7,2,6,6,3
159,2,5,0,2,6,5,0,1,1,7
160,2,5,0,2,6,5,0,1,1,7
161,4,2,11,1,4,7,0,9,1,3
162,2,5,0,2,6,5,0,1,1,7
163,2,5,0,2,6,5,0,1,1,7
164,4,2,4,10,2,6,3,12,5,2
165,4,2,0,2,6,5,0,9,1,7
166,4,2,11,1,4,7,4,9,6,3
167,4,2,11,7,4,5,0,9,6,7
168,3,4,5,4,3,4,5,2,4,6
169,2,5,0,2,6,5,0,1,1,7
170,7,1,5,5,6,7,8,6,11,3
171,4,1,1,9,12,0,4,12,2,9
172,4,1,11,1,4,0,4,9,2,0
173,2,5,0,2,6,5,0,1,1,7
174,4,2,11,5,9,7,2,6,6,3
175,2,2,11,1,6,7,2,6,6,3
176,2,1,1,2,6,5,0,1,1,7
177,2,5,0,2,6,5,0,1,1,7
178,2,5,0,2,3,5,0,2,1,7
179,2,5,0,2,6,5,0,1,1,7
180,4,2,11,1,4,7,0,9,6,3
181,7,2,5,6,6,4,8,6,1,3
182,11,2,4,5,8,5,2,11,6,3
183,2,8,0,2,2,5,0,4,1,7
184,11,8,4,9,2,3,3,11,6,12
185,2,5,0,2,6,5,0,1,1,7
186,7,2,11,6,6,5,2,6,1,3
187,2,5,0,2,6,5,0,1,1,7
188,4,2,11,1,4,7,2,9,6,3
189,2,5,0,2,6,5,0,1,1,7
190,4,2,11,5,9,7,2,6,6,3
191,7,2,0,6,6,5,2,6,1,3
192,3,4,5,4,3,4,5,2,4,6
193,2,5,0,2,6,5,0,1,1,7
194,2,2,0,1,6,5,2,6,1,3
195,11,5,0,2,6,5,2,13,1,7
196,2,5,0,2,6,5,0,4,1,7
197,4,2,11,5,9,7,2,6,6,3
198,11,8,9,1,10,3,12,11,12,5
199,2,5,0,2,6,5,0,1,1,7
200,3,4,5,4,3,4,5,2,4,6
201,2,2,0,2,6,5,0,6,1,7
202,2,2,0,2,6,5,2,6,1,3
203,2,2,11,1,4,5,4,6,1,3
204,4,1,6,13,12,0,4,12,2,0
205,2,2,0,1,6,5,2,6,1,7
206,1,2,1,5,9,6,2,6,6,3
