,20180417_BZ5_control_0,20180417_BZ5_control_1,20180417_BZ5_control_2,20180417_BZ5_control_3,20180417_BZ5_control_4,20180417_BZ5_control_5,20180417_BZ5_control_6,20180417_BZ5_control_7,20180417_BZ5_control_8,20180417_BZ5_control_9
0,1,9,1,0,0,1,3,0,0,2
1,1,1,1,0,0,1,5,3,0,0
2,1,9,1,0,0,1,3,0,0,2
3,1,9,1,0,0,1,3,0,0,2
4,1,9,1,0,0,1,3,0,0,2
5,11,9,11,11,12,9,3,0,12,2
6,11,9,1,0,0,1,3,0,0,2
7,1,9,1,0,12,9,3,0,0,2
8,11,9,11,11,12,9,3,0,12,2
9,1,9,1,0,0,1,3,0,0,2
10,1,9,1,0,0,1,3,0,0,2
11,11,9,11,11,12,9,3,0,12,2
12,1,9,1,0,0,1,3,0,0,2
13,11,9,11,11,12,9,3,0,12,2
14,11,9,11,11,12,9,3,0,12,2
15,1,9,1,0,0,1,3,0,0,2
16,1,9,1,0,0,1,3,0,0,2
17,11,9,11,11,12,9,3,0,12,2
18,11,9,11,11,12,9,3,0,12,2
19,3,1,0,13,14,13,5,3,9,0
20,11,9,11,11,12,1,3,0,12,2
21,11,9,11,11,12,9,3,0,12,2
22,11,9,11,11,12,9,3,0,12,2
23,11,9,11,11,12,9,3,0,12,2
24,1,9,1,0,0,1,3,0,0,2
25,11,9,11,11,12,9,3,0,0,2
26,11,9,11,11,12,9,3,0,12,2
27,11,9,11,11,12,9,3,0,12,2
28,11,9,11,11,12,9,3,0,12,2
29,1,9,1,0,0,1,5,0,0,2
30,1,9,1,0,0,1,5,0,0,2
31,11,9,11,11,12,9,3,0,12,2
32,1,9,1,0,0,1,3,0,0,2
33,11,9,11,11,12,9,3,0,12,2
34,11,9,11,11,12,9,3,0,12,2
35,11,9,11,11,12,9,3,0,12,2
36,11,9,11,11,12,9,3,0,12,2
37,1,9,1,0,0,1,3,0,0,2
38,11,9,11,11,12,9,3,0,12,2
39,11,9,11,11,12,9,3,0,12,2
40,1,9,1,0,0,1,3,0,0,2
41,11,9,11,11,12,9,3,0,12,2
42,11,9,11,11,12,9,3,0,12,2
43,11,9,11,11,12,9,3,0,12,2
44,11,9,11,11,12,9,3,0,12,2
45,11,9,11,11,12,9,3,0,12,2
46,11,9,11,11,12,9,3,0,12,2
47,1,9,1,0,0,1,3,0,0,2
48,11,9,11,11,12,9,3,0,12,2
49,11,9,11,11,12,9,3,0,12,2
50,11,9,11,11,12,9,3,0,12,2
51,1,1,1,0,0,1,5,0,0,2
52,11,9,11,11,12,9,3,0,12,2
53,11,9,11,11,12,9,3,0,12,2
54,1,9,1,0,0,1,3,0,0,2
55,11,9,11,11,12,9,3,0,12,2
56,11,9,11,11,12,9,3,0,12,2
57,1,9,1,0,0,1,3,0,0,2
58,1,9,1,0,0,1,3,0,0,2
59,11,9,11,11,12,9,3,0,12,2
60,1,9,1,0,0,1,5,0,0,2
61,1,1,1,13,0,1,5,0,0,0
62,1,1,1,0,0,1,3,0,0,2
63,1,9,1,0,12,1,3,0,0,2
64,1,1,1,0,0,1,5,0,0,0
65,1,1,1,0,0,1,5,3,10,0
66,1,9,1,0,0,1,3,0,0,2
67,1,1,1,0,0,1,5,0,0,0
68,1,1,1,0,0,1,5,0,0,0
69,1,1,1,0,0,1,5,0,0,2
70,1,1,9,12,8,1,5,3,10,0
71,1,1,1,0,0,1,5,0,0,2
72,1,1,1,0,0,1,5,0,0,0
73,3,11,10,8,14,7,8,11,11,12
74,1,1,1,0,0,1,5,0,0,2
75,1,1,1,12,8,1,5,0,0,2
76,1,9,1,0,0,1,3,0,0,2
77,1,1,1,0,0,1,3,0,0,2
78,3,11,10,8,14,7,8,11,11,12
79,1,1,10,0,0,1,3,11,0,2
80,3,11,10,0,0,7,3,11,0,12
81,3,11,10,8,14,7,8,11,11,12
82,0,6,5,5,4,6,9,7,6,5
83,0,6,5,5,4,6,9,7,6,5
84,1,9,10,0,12,9,3,0,0,2
85,1,9,1,0,12,9,3,0,0,2
86,1,6,1,0,0,1,2,0,6,5
87,1,9,1,0,0,1,3,0,0,2
88,1,9,1,0,0,1,3,0,0,2
89,0,1,5,13,4,12,5,7,4,0
90,0,6,5,5,4,6,9,7,6,5
91,0,6,5,5,4,6,9,5,6,4
92,1,1,1,0,0,1,5,0,0,0
93,1,1,1,0,0,1,5,0,0,0
94,1,1,1,0,0,1,5,0,0,0
95,1,1,1,0,0,1,5,0,0,0
96,5,6,5,10,4,3,9,7,6,4
97,1,1,1,0,0,1,5,0,0,2
98,0,6,5,13,4,6,2,5,4,5
99,5,3,4,13,2,12,9,2,3,4
100,0,6,5,5,4,6,9,7,6,4
101,1,1,1,0,0,1,5,0,0,0
102,0,6,5,5,4,6,9,7,3,4
103,5,3,4,3,5,3,9,2,3,11
104,1,1,1,0,0,1,5,0,0,0
105,1,1,1,0,0,1,5,0,0,0
106,0,11,10,5,4,12,9,11,6,12
107,0,6,5,5,4,6,9,7,6,5
108,0,6,5,3,4,6,4,5,6,5
109,3,11,10,8,14,7,8,11,11,12
110,1,9,1,0,0,1,2,0,0,0
111,8,3,5,5,4,6,2,7,6,5
112,4,3,4,5,2,12,9,2,3,4
113,3,11,10,8,14,7,8,11,11,12
114,0,6,5,5,4,6,9,7,6,5
115,1,1,7,2,0,1,5,0,4,0
116,0,6,5,5,4,6,9,7,6,5
117,1,9,1,0,0,1,3,0,0,0
118,4,3,5,10,5,6,9,2,6,4
119,0,7,7,2,2,5,4,7,4,4
120,5,4,4,3,6,12,0,2,4,4
121,1,1,1,0,0,1,5,0,0,0
122,5,3,4,3,6,12,8,2,9,9
123,0,6,5,5,4,6,9,7,6,5
124,0,6,5,5,4,6,9,7,6,5
125,5,3,4,3,5,3,2,2,3,11
126,6,6,5,5,14,13,2,7,4,5
127,0,6,5,5,4,6,9,7,6,5
128,0,6,5,5,4,6,9,2,6,5
129,5,3,4,6,5,3,0,2,3,4
130,3,11,10,8,14,7,8,11,11,12
131,5,3,4,3,5,3,4,2,3,11
132,1,1,1,0,0,1,5,7,0,0
133,0,1,5,5,4,6,2,7,4,5
134,6,1,1,13,0,12,2,5,9,0
135,0,6,5,5,4,6,9,7,6,5
136,1,1,1,0,0,1,5,0,0,0
137,0,6,5,5,4,6,9,7,6,5
138,0,6,5,5,4,6,9,7,6,5
139,0,3,5,5,4,6,9,2,6,4
140,3,11,10,8,14,7,8,11,11,12
141,1,1,1,0,0,1,5,0,0,0
142,0,6,5,5,4,6,9,7,6,4
143,0,6,5,5,4,6,9,7,6,5
144,0,6,5,5,4,6,9,7,6,5
145,0,6,5,5,4,6,2,7,4,5
146,0,6,5,5,4,6,9,7,6,5
147,0,6,5,5,4,6,9,7,6,5
148,0,6,5,5,4,6,9,7,6,5
149,0,6,5,5,4,6,9,7,6,5
150,0,6,5,5,4,6,9,7,6,5
151,0,6,5,5,4,6,9,7,4,5
152,0,5,5,5,4,6,9,7,6,5
153,4,6,5,2,5,6,9,9,3,4
154,0,6,5,5,4,6,9,7,6,5
155,0,6,9,12,8,6,9,7,10,5
156,1,11,10,0,0,1,5,11,0,12
157,0,6,5,5,4,6,9,7,6,5
158,0,6,5,5,4,5,9,7,6,5
159,0,6,5,5,4,6,9,7,6,5
160,0,6,5,5,4,6,9,7,6,5
161,0,6,5,5,4,6,9,7,6,5
162,0,6,5,5,4,6,9,7,6,5
163,0,6,5,5,4,6,9,7,6,5
164,0,6,5,5,4,6,9,7,6,5
165,0,6,5,5,4,6,9,7,6,5
166,0,6,5,10,4,6,9,4,6,4
167,0,6,5,5,4,6,9,7,6,5
168,0,6,5,5,4,6,9,7,6,5
169,0,6,5,5,4,6,9,7,6,5
170,1,11,1,0,0,1,5,11,0,12
171,0,6,5,5,4,6,9,7,6,5
172,0,6,5,5,4,6,9,7,6,5
173,0,6,5,5,4,6,9,7,6,5
174,0,1,1,5,4,1,5,0,0,0
175,0,6,5,5,4,6,9,7,6,5
176,0,6,5,5,4,6,9,7,6,5
177,0,6,5,10,4,2,9,4,1,4
178,3,1,9,12,0,7,5,3,10,0
179,1,7,7,0,0,1,2,5,4,4
180,0,6,5,5,4,6,9,7,6,5
181,0,6,5,5,4,6,9,7,6,5
182,0,6,5,5,4,6,9,7,6,5
183,5,3,5,3,4,3,9,2,3,11
184,0,6,5,5,4,6,9,7,6,5
185,0,6,5,5,4,6,9,7,6,5
186,0,6,5,5,4,6,9,7,6,5
187,3,11,10,8,14,7,8,11,11,12
188,5,6,5,13,4,6,2,7,6,5
189,0,7,5,5,4,5,9,7,4,4
190,5,3,5,5,4,6,9,2,6,11
191,8,6,5,5,4,6,2,9,6,5
192,3,11,10,8,14,7,8,11,11,12
193,0,6,5,5,4,6,9,7,6,5
194,5,3,4,3,5,3,4,2,3,11
195,1,1,5,5,0,6,2,7,6,0
