,20180424_BZ14_control_0,20180424_BZ14_control_1,20180424_BZ14_control_2,20180424_BZ14_control_3,20180424_BZ14_control_4,20180424_BZ14_control_5,20180424_BZ14_control_6,20180424_BZ14_control_7,20180424_BZ14_control_8,20180424_BZ14_control_9
0,10,8,6,6,1,0,4,3,6,2
1,10,8,4,6,1,0,4,3,6,2
2,10,8,10,6,1,0,4,3,6,2
3,10,8,4,6,1,0,4,3,6,2
4,10,8,4,6,1,0,4,3,6,2
5,10,8,4,6,1,0,4,3,6,2
6,10,8,4,6,1,0,4,3,6,2
7,10,8,6,6,1,0,4,3,6,2
8,8,8,1,11,9,7,2,6,4,12
9,10,8,4,6,1,0,4,3,6,2
10,10,8,4,6,1,0,4,3,6,2
11,10,8,4,6,1,0,4,3,6,2
12,10,8,4,6,1,0,4,3,6,2
13,11,8,4,6,1,0,4,6,6,2
14,10,6,6,6,1,0,4,3,6,2
15,10,8,4,6,1,0,4,3,6,2
16,10,8,4,6,1,0,4,3,6,2
17,10,8,4,6,1,0,4,3,6,2
18,2,5,0,2,6,4,0,1,0,7
19,10,8,4,6,1,0,4,3,6,2
20,10,8,4,6,1,0,4,3,6,2
21,10,8,4,6,1,0,4,3,6,2
22,5,8,0,6,8,10,8,3,8,2
23,10,8,4,6,1,0,4,3,6,2
24,10,8,4,6,1,0,4,3,6,2
25,2,5,0,2,6,4,0,1,0,7
26,10,8,4,6,1,0,4,3,6,2
27,5,9,10,7,8,10,8,3,8,4
28,10,8,4,6,1,0,4,3,6,2
29,10,8,4,6,1,0,4,3,6,2
30,10,8,4,6,1,0,4,3,6,2
31,2,1,0,2,8,4,0,3,0,12
32,10,8,10,6,1,10,8,3,6,2
33,2,5,0,2,6,4,0,1,0,7
34,10,8,4,6,1,0,4,3,6,2
35,2,5,0,2,6,4,0,1,0,7
36,2,10,0,1,6,4,2,6,7,7
37,2,5,0,2,6,4,0,3,0,7
38,2,5,0,2,6,4,0,1,0,7
39,10,8,4,6,1,0,4,3,6,2
40,10,6,4,6,1,0,8,3,6,2
41,2,5,0,2,6,4,0,1,0,7
42,2,5,0,2,6,4,0,1,0,7
43,5,9,10,6,8,10,8,3,8,4
