,20180417_BZ5_control_0,20180417_BZ5_control_1,20180417_BZ5_control_2,20180417_BZ5_control_3,20180417_BZ5_control_4,20180417_BZ5_control_5,20180417_BZ5_control_6,20180417_BZ5_control_7,20180417_BZ5_control_8,20180417_BZ5_control_9
0,8,8,10,0,0,0,10,2,13,6
1,3,0,10,0,0,0,2,2,0,2
2,8,8,10,0,0,0,2,11,0,6
3,8,8,10,0,0,0,2,2,0,6
4,8,8,10,0,0,0,10,2,0,6
5,13,8,9,11,12,10,10,11,12,6
6,8,8,8,0,0,0,8,2,0,6
7,8,8,10,0,12,10,10,11,0,6
8,13,8,9,11,12,0,10,11,12,6
9,8,0,10,0,0,0,2,2,0,6
10,8,8,10,0,0,0,10,2,13,6
11,13,8,9,11,12,10,10,11,12,6
12,8,8,10,0,0,0,8,2,0,6
13,13,8,9,11,12,10,10,11,12,6
14,13,8,9,11,12,10,10,11,12,6
15,8,8,10,0,0,0,10,11,0,6
16,8,8,10,0,0,0,8,2,0,6
17,13,8,9,11,12,10,10,11,12,6
18,13,8,9,11,12,10,10,11,12,6
19,3,0,1,13,14,12,8,0,9,2
20,13,8,9,11,12,0,10,11,12,6
21,13,8,9,11,12,10,10,11,12,6
22,13,8,9,11,12,10,10,11,12,6
23,13,8,9,11,12,10,10,11,12,6
24,8,8,10,0,0,0,2,2,0,6
25,8,8,9,11,12,0,10,11,0,6
26,13,8,9,11,12,10,10,11,12,6
27,13,8,9,11,12,10,10,11,12,6
28,13,8,9,11,12,10,10,11,12,6
29,8,0,10,0,0,0,10,2,0,2
30,8,0,10,0,0,0,10,2,0,6
31,13,8,9,11,12,10,10,11,12,6
32,8,8,10,0,0,0,10,2,0,6
33,13,8,9,11,12,10,10,11,12,6
34,13,8,9,11,12,10,10,11,12,6
35,13,8,9,11,12,10,10,11,12,6
36,13,8,9,11,12,10,10,11,12,6
37,8,0,10,0,0,0,2,2,0,6
38,13,8,9,11,12,10,10,11,12,6
39,13,8,9,11,12,10,10,11,12,6
