,20180424_BZ14_control_0,20180424_BZ14_control_1,20180424_BZ14_control_2,20180424_BZ14_control_3,20180424_BZ14_control_4,20180424_BZ14_control_5,20180424_BZ14_control_6,20180424_BZ14_control_7,20180424_BZ14_control_8,20180424_BZ14_control_9
0,5,1,3,1,2,1,4,4,2,3
1,5,1,3,1,2,1,4,4,2,3
2,5,1,3,1,2,1,4,4,2,3
3,5,1,3,1,2,1,4,9,2,3
4,5,1,3,1,2,1,4,4,2,3
5,5,1,3,1,2,1,4,9,2,3
6,5,1,3,1,2,1,4,9,2,3
7,5,1,3,1,2,1,4,4,2,3
8,10,2,5,10,1,6,0,6,4,2
9,5,1,3,1,2,1,4,4,2,3
10,5,1,3,1,2,1,4,4,2,3
11,5,1,3,1,2,1,4,4,2,3
12,5,1,3,1,2,1,4,4,2,3
13,4,1,3,1,2,1,5,4,2,3
14,5,1,3,1,2,1,4,4,2,3
15,5,1,3,1,2,1,4,4,2,3
16,5,1,3,1,2,1,4,4,2,3
17,5,1,3,1,2,1,4,4,2,3
18,1,6,2,4,9,3,3,1,1,5
19,5,1,3,1,2,1,4,4,2,3
20,5,1,3,1,2,1,4,4,2,3
21,5,1,3,1,2,1,4,9,2,3
22,4,1,8,1,7,4,7,4,7,6
23,5,1,3,1,2,1,4,4,2,3
24,5,1,3,1,2,1,4,9,2,3
25,1,6,2,4,9,3,3,1,1,5
26,5,1,3,1,2,1,4,4,2,3
27,4,9,8,7,7,4,7,7,7,6
28,5,1,3,1,2,1,4,4,2,3
29,5,1,3,1,2,1,4,4,2,3
30,5,1,3,1,2,1,4,4,2,3
31,1,6,2,6,7,3,3,4,1,5
32,5,9,8,1,2,4,7,7,2,3
33,1,6,2,4,9,3,3,1,1,5
34,5,1,3,1,2,1,4,4,2,3
35,1,6,2,4,9,3,3,1,1,5
36,1,8,9,2,9,3,0,1,1,5
37,1,6,2,4,9,3,3,1,1,5
38,1,6,2,4,9,3,3,1,1,5
39,5,1,3,1,2,1,4,4,2,3
40,5,1,3,1,2,1,7,4,2,3
41,1,6,2,4,9,3,3,1,1,5
42,1,6,2,4,9,3,3,1,1,5
43,4,9,8,7,7,4,7,7,7,6
44,4,1,2,1,7,1,3,4,1,5
45,4,1,8,1,7,1,7,4,7,3
46,1,6,2,4,9,3,3,1,1,5
47,1,6,2,4,9,3,3,1,1,5
48,1,6,2,4,9,3,3,1,1,5
49,6,1,3,10,1,1,10,4,6,3
50,5,1,3,6,6,1,4,4,2,3
51,1,6,2,4,9,3,3,1,1,5
52,1,1,2,5,9,4,7,7,7,5
53,5,1,3,1,2,1,4,4,2,3
54,1,1,2,1,6,3,3,1,1,5
55,1,6,2,4,9,3,3,1,1,5
56,1,6,2,4,9,3,3,1,1,5
57,1,6,2,4,9,3,3,1,1,5
58,1,6,2,4,9,3,3,1,1,5
59,4,1,8,7,7,4,7,7,7,6
60,1,6,2,4,9,3,3,1,1,5
61,1,6,2,4,6,3,3,1,1,5
62,1,1,2,4,9,3,3,1,1,5
63,4,1,3,1,2,1,7,4,2,3
64,1,6,2,4,9,3,3,1,1,5
65,1,1,2,1,6,1,7,4,7,5
66,1,6,2,4,9,3,3,1,1,5
67,10,6,2,2,5,5,3,1,8,5
68,1,6,2,4,9,3,3,1,1,5
69,1,6,2,4,9,3,3,1,1,5
70,1,6,2,4,9,3,3,1,1,5
71,5,1,3,1,2,1,4,4,2,3
72,1,5,2,1,6,3,3,1,5,5
